movie_id,actor_id,character,cast_order
11560,33241,Maj. Lucas Waldron,9
11560,8693,Col. Farrell,10
25189,10400,Rose Morgan,1
25189,1229,Gregory Larkin,2
25189,7570,Hannah Morgan,3
25189,18364,Henry Fine,4
25189,13920,Claire,5
25189,517,Alex,6
25189,30585,Doris,7
25189,1834389,Candy,8
2637,1205,John Klein,1
2637,350,Connie Mills,2
2637,883,Gordon Smallwood,3
2637,27550,Cyrus Bills,4
2637,23959,Mary Klein,5
2637,27551,Brian,6
2637,27552,Ed Fleischman,7
2637,27553,Indrid Cold,8
2637,27554,Alexander Leek,9
2637,27681,Washington Post Reporter,10
18480,6730,Bruno,1
18480,83247,Himself,2
18480,83248,Himself,3
18480,11040,Lutz,4
18480,232055,Diesel,5
18480,124471,Kookus,6
18480,81129,Himself,7
18480,11370,Himself,8
18480,92706,Himself,9
18480,33684,Himself,10
709,10669,James Bond,1
709,10679,Pam Bouvier,2
709,2055,Franz Sanchez,3
709,10680,Lupe Lamora,4
709,2516,Milton Krest,5
709,1735,Sharkey,6
709,10226,Felix Leiter,7
709,10681,Professor Joe Butcher,8
709,1121,Dario,9
709,10682,Truman-Lodge,10
9607,382,Mario Mario,1
9607,5723,Luigi Mario,2
9607,2778,King Koopa,3
9607,20767,Princess Daisy,4
9607,26473,Iggy,5
9607,6396,Spike,6
9607,10981,Lena,7
9607,939703,Toad,8
9607,2714,The King,9
9607,198,Narrator,10
1830,2963,Yuri Orlov,1
1830,18354,Ava Fontaine Orlov,2
1830,7499,Vitaly Orlov,3
1830,569,Jack Valentine,4
1830,19299,Andre Baptiste Sr.,5
1830,65,Simeon Weisz,6
1830,19300,Andre Baptiste Jr.,7
1830,19301,General Dmitri Orlov,8
1830,37769,Candy,9
1830,1127469,Irina Orlov,10
228967,17051,Dave Skylark,1
228967,19274,Aaron Rapaport,2
228967,51988,Agent Lacey,3
228967,79082,Kim Jong-un,4
228967,583051,Sook,5
228967,1181329,Malcolm,6
228967,141774,Agent Botwin,7
228967,1400266,Officer Koh,8
228967,1406556,Officer Yu,9
228967,119810,Cole,10
46528,7517,Lynne,1
46528,16962,Yang,2
46528,118,Ron,3
46528,6413,Colonel,4
46528,69636,Saddest Flute,5
46528,19754,Eight-Ball,6
46528,1128842,Baby April,7
46528,166703,Baptiste,8
46528,1128843,Craig,9
46528,221147,Geyser,10
27936,37627,Bazil,1
27936,2413,Fracasse,2
27936,18177,Nicolas Thibault De Fenouillet,3
27936,20795,Placard,4
27936,54292,La Môme Caoutchouc,5
27936,2415,Tambouille,6
27936,99303,Petit Pierre,7
27936,78421,François Marconi,8
27936,78423,Remington,9
27936,99304,Calculette,10
1885,2877,Daniel LaRusso,1
1885,23915,Mr. Kesuke Miyagi,2
1885,56124,Johnny Lawrence,3
1885,56117,John Kreese,4
1885,23920,Dutch,5
1885,23916,Lucille LaRusso,6
1885,1951,Ali Mills,7
1885,23918,Bobby,8
1885,23919,Tommy,9
1885,189512,Eddie,10
10398,2176,Travis Lehman,1
10398,15852,"Elizabeth ""Libby"" Parsons",2
10398,21089,"Nicholas ""Nick"" Parsons / Jonathan Devereaux",3
10398,49425,"Angela ""Angie"" Green",4
10398,942021,Matty - Age 4,5
10398,63791,Bobby,6
10398,21021,Rudy,7
10398,156633,Orbe,8
216015,118545,Anastasia Steele,1
216015,1254583,Christian Grey,2
216015,49971,Carla Wilks,3
216015,222130,Kate Kavanagh,4
216015,59251,Jose Rodriguez,5
216015,56680,Elliot Grey,6
216015,4726,Dr. Grace Trevelyan-Grey,7
216015,1089873,Mia Grey,8
216015,94864,Jason Taylor,9
216015,540,Ray Steele,10
11007,67773,Tom Baker,1
11007,5149,Kate Baker,2
11007,15555,Nora Baker,3
11007,11824,Charlie Baker,4
11007,5958,Lorraine Baker,5
11007,85140,Henry Baker,6
11007,58965,Sarah Baker,7
11007,9829,Jake Baker,8
11007,71861,Jessica Baker,9
11007,148615,Kim Baker,10
4234,15234,Dewey Riley,1
4234,9206,Sidney Prescott,2
4234,14405,Gale Weathers,3
4234,18352,Mark Kincaid,4
4234,35595,Roman Bridger,5
4234,2714,John Milton,6
4234,35598,Tom Prinze,7
4234,35597,Sarah Darling,8
4234,1246,Angelina Tyler,9
4234,7489,Jennifer Jolie,10
109410,172069,Jackie Robinson,1
109410,164205,Harold Parrott,2
109410,3,Branch Rickey,3
109410,87243,Rachel Isum,4
109410,22227,Leo Durocher,5
109410,11885,Red Barber,6
109410,57136,Dixie Walker,7
109410,169476,Laraine Day,8
109410,16841,Clay Hopper,9
109410,19227,Kirby Higbe,10
9036,8167,Jerry Shepard,1
9036,21089,Davis McClaren,2
9036,56455,Katie,3
9036,21593,Charlie Cooper,4
9036,27124,Dr. Andy Harrison,5
9036,18260,Mindo,6
9036,19957,Eve McClaren,7
9361,11856,Hawkeye/Nathaniel Poe,1
9361,289,Cora Munro,2
9361,3203,Chingachgook,3
9361,57448,Uncas,4
9361,57449,Alice Munro,5
9361,27764,Major Heyward,6
9361,15853,Magua,7
9361,54,Col. Edmund Munro,8
9361,23724,Gen Montcalm,9
9361,1066171,Jack Winthrop,10
1677,134,Ray Charles,1
1677,11703,Della Bae Robinson,2
1677,9788,Margie Hendricks,3
1677,9464,Joe Adams,4
1677,58924,Jeff Brown,5
1677,71913,Fathead Newman,6
1677,1192675,Aretha Robinson,7
1677,1192676,Young Ray Robinson,8
1677,87003,Ahmet Ertegun,9
1677,31028,Jerry Wexler,10
187,56731,Nancy Callahan,1
187,6278,Miho,2
187,2296,Dwight McCarthy,3
187,5916,Gail,4
187,2295,Marv,5
187,62,Det. John Hartigan,6
187,1121,"Det. Lt. Jack ""Jackie Boy"" Rafferty",7
187,61981,Manute,8
187,6279,Becky,9
187,17832,Lucille,10
9889,12052,Rosemary Shanahan,1
9889,70851,Hal Larson,2
9889,1206,Mauricio Wilson,3
9889,60023,Steve Shanahan,4
9889,14888,Reverend Larson,5
9889,283444,Himself,6
9889,65239,Jill,7
9889,60672,Ralph,8
9889,78837,Katrina,9
9889,162924,Second Tiffany,10
11565,78029,Malcolm / Big Momma,1
11565,9781,Sherri,2
11565,6108,Leah Fuller,3
11565,69899,Kevin Keneally,4
11565,11889,Tom Fuller,5
11565,52852,Molly Fuller,6
11565,56734,Carrie Fuller,7
11565,84457,Liliana Morales,8
6073,287,Jerry Welbach,1
6073,1204,Samantha Barzel,2
6073,4691,Winston Baldry,3
6073,18999,Ted Slocum,4
6073,193,Arnold Margolese,5
6073,12438,Bernie Nayman,6
6073,49827,Frank,7
6073,157609,Car Thief #1,8
6073,38582,Beck,9
6073,3979,Joe the Pawnshop Owner,10
193610,6941,Carly Whitten,1
193610,41087,Kate King,2
193610,974317,Amber,3
193610,25129,Frank,4
193610,12795,Mark King,5
193610,210271,Phil,6
193610,968660,Lydia,7
193610,1031261,Cece,8
193610,76526,Nick,9
193610,1577501,Busboy,10
32823,21007,Aaron Green,1
32823,59919,Aldous Snow,2
32823,9827,Jackie Q,3
32823,32798,Daphne Binks,4
32823,17782,Jonathan Snow,5
32823,16450,Sergio Roma,6
32823,89462,Kali Coleman,7
32823,86626,Matty Briggs,8
32823,208519,Kevin McLean,9
32823,54708,Destiny,10
4380,1205,John Clark,1
4380,16866,Paulina,2
4380,4038,Beverly Clark,3
4380,4494,Bobbie,4
4380,2283,Link,5
4380,20974,Miss Mitzi,6
4380,21127,Chic,7
4380,334,Vern,8
4380,36810,Jenna Clark,9
4380,33532,Evan Clark,10
11551,20814,Alan Abernathy,1
11551,205,Christy Fimple,2
11551,5724,Gil Mars,3
11551,14104,Phil Fimple,4
11551,212,Irwin Wayfair,5
11551,12217,Larry Benson,6
11551,14721,Stuart Abernathy,7
11551,37042,Irene Abernathy,8
11551,37600,Marion Fimple,9
11551,9829,Timmy Fimple,10
10336,64856,Al Simmons,1
10336,8349,Jason Wynn,2
10336,5723,Clown / Violator,3
10336,4604,Wanda Blake,4
10336,51812,Cogliostro,5
10336,61962,Terry Fitzgerald,6
10336,89251,Jessica Priest,7
10336,8186,Zack,8
10336,1072036,Cyan,9
10336,15831,The Devil Malebolgia,10
11362,8767,Edmond Dantes,1
11362,529,Fernand Mondego,2
11362,194,Abbé Faria,3
11362,22063,J.F. Villefort,4
11362,52776,Mercedès Iguanada,5
11362,7486,Armand Dorleac,6
11362,40481,Jacopo,7
11362,64102,Maurice,8
11362,136152,Luigi Vampa,9
11362,73968,Albert Mondego,10
50348,10297,Mickey Haller,1
50348,3141,Maggie McPherson,2
50348,11864,Louis Roulet,3
50348,3905,Frank Levin,4
50348,6164,Ted Minton,5
50348,5723,Val Valenzuela,6
50348,454,Jesus Martinez,7
50348,4029,Cecil Dobbs,8
50348,3713,Mary Windsor,9
50348,17419,Detective Lankford,10
48138,3896,Dr. Martin Harris,1
48138,9824,Gina,2
48138,31717,Elizabeth Harris,3
48138,18992,Martin B.,4
48138,2310,Ernst Jürgen,5
48138,8924,Rodney Cole,6
48138,8197,Professor Leo Bressler,7
48138,228881,Smith,8
48138,3933,Jones,9
48138,65054,Herr Strauss,10
1124,6968,Robert Angier,1
1124,3894,Alfred Borden,2
1124,3895,Cutter,3
1124,1245,Olivia Wenscombe,4
1124,1333,Alley,5
1124,1580598,Jess Borden,6
1124,7487,Nikola Tesla,7
1124,15555,Julia McCullough,8
1124,15556,Sarah Borden,9
1124,177765,Judge,10
227159,23532,Nick Hendricks,1
227159,58224,Kurt Buckman,2
227159,95101,Dale Arbus,3
227159,4491,"Dr. Julia Harris, D.D.S.",4
227159,1979,Dave Harken,5
227159,134,"Dean ""MF"" Jones",6
227159,62064,Rex Hanson,7
227159,27319,Bert Hanson,8
227159,783,Detective Hatcher,9
227159,41662,Stacy Arbus,10
68179,18269,Scorch Supernova (Voice),1
68179,52997,Gary Supernova (voice),2
68179,17835,Mr Bing (Voice),3
68179,56731,Lena (Voice),4
68179,520,Kira Supernova (Voice),5
68179,95102,Gabby Babblebrook,6
68179,41345,Alien,7
68179,170185,Ralph,8
68179,63522,Gabby (Voice),9
68179,18324,Hawk (Voice),10
1579,17678,Jaguar Paw,1
1579,17688,Zero Wolf,2
1579,17689,Middle Eye,3
1579,42009,Sky Flower,4
1579,62477,Chilam,5
1579,4364,Mother in Law,6
1579,17679,Seven,7
1579,17680,Blunted,8
1579,17681,Flint Sky,9
1579,17682,Turtles Run,10
34851,17052,Edwin,1
34851,8602,Isabelle,2
34851,2975,Noland,3
34851,3490,Royce,4
34851,11160,Cuchillo,5
34851,27740,Stans,6
34851,77351,Nikolai,7
34851,113308,Hanzo,8
34851,1015924,Tracker Predator,9
34851,12359,Berserker Predator / Falconer Predator,10
9930,4135,Tom Logan,1
9930,26513,Laura J. Kelly,2
9930,589,Chelsea Deardon,3
9930,6197,Cavanaugh,4
9930,28641,Victor Taft,5
9930,21521,Bower,6
9930,15412,Blanchard,7
9930,13728,Forrester,8
9930,167120,Jennifer Logan,9
9930,24368,Judge Dawkins,10
1586,85,Mort Rainey,1
1586,1241,John Shooter,2
1586,16327,Ted Milner,3
1586,17764,Ken Karsch,4
1586,41247,Sheriff Dave Newsome,5
1586,59199,Mrs. Garvey,6
1586,218899,Tom Greenleaf,7
1586,58169,Fire Chief Wickersham,8
1586,108302,Detective Bradley,9
1586,1233017,Fran Evans,10
2044,6384,Alex Wyler,1
2044,18277,Kate Forster,2
2044,21041,Anna Klyczynski,3
2044,290,Simon Wyler,4
2044,21042,Henry Wyler,5
2044,13506,Kate`s Mother,6
2044,21043,Morgan,7
2044,21044,Mona,8
2044,141417,Mulhern,9
2044,1288335,Waiter,10
9913,11661,Caroline Ellis,1
9913,4800,Violet Devereaux,2
9913,133,Luke Marshall,3
9913,5049,Ben Devereaux,4
9913,52847,Jill,5
9913,60388,Bayou Woman,6
9913,60386,Mama Cynthia,7
9913,60387,Hallie,8
9913,29933,Desk Nurse,9
9913,60389,C.N.A.,10
4970,4587,Miranda Grey,1
4970,3223,Pete Graham,2
4970,17764,Dr. Douglas Grey,3
4970,955,Chloe Sava,4
4970,3911,Sheriff Ryan,5
4970,1369,Phil Parsons,6
4970,8656,Teddy Howard,7
4970,1313348,Rachel Parsons,8
4970,59198,Turlington,9
4970,1466507,Tracey Seavers,10
11831,192,Theodore,1
11831,15788,Martin Van Buren,2
11831,4173,John Quincy Adams,3
11831,938,Cinque,4
11831,10297,Roger Sherman Baldwin,5
11831,19839,Secretary John Forsyth,6
11831,4935,Holabird,7
11831,1640,Tappan,8
11831,5294,Ens. James Covey,9
11831,10690,Queen Isabella,10
9096,738,Dr. Robert Campbell,1
9096,11478,Dr. Rae Crane,2
9096,55836,Dr. Miguel Ornega,3
9096,56962,Tanaki,4
9096,56963,Medicine Man,5
9096,56964,Jahausa,6
9096,1589736,Palala,7
9096,1589737,Kalana,8
9096,1589739,Imana,9
9096,1577838,Government Man,10
11011,11510,Richie Rich,1
11011,14101,Lawrence Van Dough,2
11011,52995,Richard Rich,3
11011,4003,Regina Rich,4
11011,952664,Tony,5
11011,218589,Omar,6
11011,974420,Pee Wee,7
11011,28042,Young Richie,8
11011,8537,Herbert Cadbury,9
11011,2266,Gloria Pazinski,10
10641,1205,Will Keane,1
10641,1920,Charlotte Fielding,2
10641,57829,John Volpe,3
10641,36802,"Dolores ""Dolly"" Talbot",4
10641,21657,Lisa Tyler,5
10641,33653,Sarah,6
10641,50877,Lynn,7
10641,18999,Dr. Tom Grandy,8
10641,131006,Simon,9
10641,54782,Dr. Sibley,10
82687,19274,Andy Brewster,1
82687,10400,Joyce Brewster,2
82687,63312,Jessica,3
82687,3492,Rob,4
82687,36801,Andrew Margolis Jr.,5
82687,205179,Sanjay,6
82687,11074,,7
82687,83872,Amanda,8
82687,16841,Ben,9
82687,46814,Tammy,10
8224,2963,Tom Welles,1
8224,73421,Max California,2
8224,4691,Eddie Poole,3
8224,4445,George Higgins,4
8224,16293,Daniel Longdale,5
8224,53,Dino Velvet,6
8224,2229,Amy Welles,7
8224,4886,Warren Anderson,8
8224,26930,Janet Mathews,9
8224,26919,Mary Ann Mathews,10
10537,5576,Jim Morrison,1
10537,5344,Pamela Courson,2
10537,6677,Ray Manzarek,3
10537,11805,Robby Krieger,4
10537,6863,John Densmore,5
10537,7486,Paul Rothchild,6
10537,147,Tom Baker,7
10537,1044946,Bill Siddons,8
10537,36055,Italian Count,9
10537,83362,Dog,10
225886,6941,Annie,1
225886,41088,Jay,2
225886,52997,Robby,3
225886,475512,Tess,4
225886,2879,Hank,5
225886,105648,Max,6
225886,9279,Linda,7
225886,1306572,Nell,8
225886,1373304,Howard,9
225886,1373306,Clive,10
10385,5344,Eve Mozell Marks,1
10385,3092,Georgia Mozell,2
10385,14406,Maddy Mozell,3
10385,6837,Lou Mozell,4
10385,55257,Joe Marks,5
10385,177131,Dr. Omar Kunundar,6
10385,1511583,Ogmed Kunundar,7
10385,9599,Pat Mozell,8
10385,114604,Angie,9
10385,156875,Dr. Kelly,10
11431,69597,Lindsey Meeks,1
11431,11669,Ben Wrightman,2
11431,74151,Ben - 1980,3
11431,1240,Al,4
11431,69423,Viv,5
11431,42199,Waiter,6
11431,3126,Molly,7
11431,76742,Sarah,8
11431,20388,Robin,9
11431,10080,Maureen Meeks,10
8850,7447,Lamont Cranston/The Shadow,1
8850,11389,Shiwan Khan,2
8850,14698,Margo Lane,3
8850,1039,Moe Shrevnitz,4
8850,1327,Dr. Reinhardt Lane,5
8850,13472,Farley Claymore,6
8850,13593,Wainwright Barth,7
8850,85500,Dr. Tam,8
8850,1813086,Tulku,9
8850,20904,Li Peng,10
11398,10814,Neil Shaw,1
11398,55636,Douglas Thomas,2
11398,7868,Frank Capella,3
11398,10427,Eleanor Hooks,4
11398,2712,Robert Bly,5
11398,11398,David Chan,6
11398,61696,Julia Fang,7
1833,6165,Mark Cohen,1
1833,17736,Roger Davis,2
1833,5916,Mimi Marquez,3
1833,19392,Tom Collins,4
1833,19393,Angel Dumott Schunard,5
1833,19394,Maurenn Johnson,6
1833,10580,Joanne Jefferson,7
1833,17637,Benjamin Coffin III,8
1833,148655,Steve,9
1833,95604,Paul,10
8970,67773,Henry Clark,1
8970,18892,Nancy Clark,2
8970,8930,Mr. Mersault,3
8970,56867,Greg,4
8970,22126,Susan Clark,5
8970,62846,Janitor on Train,6
8970,60018,Andrew Lloyd Webber,7
8970,38024,Sheena,8
8970,33489,Dr. Faber,9
8970,11718,Woman in Bathroom,10
1921,6384,Nelson,1
1921,6885,Sara,2
1921,11355,Chaz,3
1921,19974,Vince,4
1921,16858,Angelica,5
1921,19975,Brandon,6
1921,8924,Edgar Price,7
1921,19976,Raeford Dunne,8
1921,19977,Abner,9
1921,19978,Manny,10
1683,448,Katherine,1
1683,18616,Doug,2
1683,17605,Ben,3
1683,1285,Loren McConnell,4
1683,9029,Father Costigan,5
1683,946356,Maddie McConnell,6
1683,31467,Sheriff Cade,7
1683,16459,Mayor Brooks,8
1683,60875,Jim Wakeman,9
1683,1291848,Brynn Wakeman,10
11858,518,Bill Rago,1
11858,13240,Pvt. Tommy Lee Haywood,2
11858,66804,Sergeant Cass,3
11858,1736,Captain Tom Murdoch,4
11858,42157,Jack Markin,5
11858,17917,Soldat Donnie Benitez,6
11858,58150,Soldat Miranda Myers,7
11858,66554,Soldat Jamaal Montgomery,8
11858,19153,Colonel James,9
11858,55755,Pvt. Jackson Leroy,10
62835,8691,Cataleya Restrepo,1
62835,7248,Emilio,2
62835,68287,Richard,3
62835,15424,Danny Delanay,4
62835,1120,Special Agent Ross,5
62835,561869,Cataleya Restrepo (Age10),6
62835,95047,Head Marshall Warren,7
62835,58647,Fabio,8
62835,182272,Alicia,9
62835,104982,Mama,10
18937,7523,Kayley (voice),1
18937,2130,Garrett (voice),2
18937,64,Ruber (voice),3
18937,7167,Cornwall (voice),4
18937,10223,Juliana (voice),5
18937,517,King Arthur (voice),6
18937,4689,Grifin (voice),7
18937,87079,Bladebeak (voice),8
18937,5168,Lionel (voice),9
18937,11857,Merlin (voice),10
13536,380,Vincent LaMarca,1
13536,17051,Joey,2
13536,3910,Michelle,3
13536,13446,Gina,4
13536,10477,Reg Duffy,5
13536,5699,Maggie,6
13536,58643,Margery,7
13536,2266,Bree,8
11062,1158,Mayor John Pappas,1
11062,3036,Deputy Mayor Kevin Calhoun,2
11062,2233,Marybeth Cogan,3
11062,1004,Frank Anselmo,4
11062,2641,Judge Walter Stern,5
11062,19839,Abe Goodman,6
11062,31028,Larry Schwartz,7
6071,16560,Jimmy Kilmartin,1
6071,2231,Calvin Hart,2
6071,2963,Little Junior Brown,3
6071,9994,Bev Kilmartin,4
6071,49824,Rosie Kilmartin,5
6071,2283,Frank Zioli,6
6071,4688,Ronnie Gannon,7
6071,10182,Omar,8
6071,4492,Big Junior Brown,9
6071,16293,Jack Gold,10
10461,16483,Jack Carter,1
10461,8436,Gloria Carter,2
10461,38581,Doreen Carter,3
10461,2295,Cyrus Paice,4
10461,12796,Eddie,5
10461,25702,Geraldine,6
10461,11885,Con McCarty,7
10461,10697,Jeremy Kinnear,8
10461,3895,Cliff Brumby,9
10461,15370,Audrey,10
12704,6449,Lyle Rogers,1
12704,4483,Chuck Clarke,2
12704,6553,Shirra Assel,3
12704,28164,Jim Harrison,4
12704,726,Marty Freed,5
12704,41249,Willa,6
12704,10556,Carol,7
12704,25808,Emir Yousef,8
12704,153912,Siri Darma,9
12704,40009,CIA Agent,10
16643,11701,Lanie Kerrigan,1
16643,12833,Pete,2
16643,4252,Jack,3
16643,71198,Cal Cooper,4
16643,65756,Andrea,5
16643,47058,Gwen,6
16643,8893,Deborah Connors,7
16643,21142,Dennis,8
16643,10960,Vin,9
16643,83777,Mark Laughlin,10
2687,54812,Nick Holloway,1
2687,589,Alice Monroe,2
2687,4783,David Jenkins,3
2687,21731,George Talbot,4
2687,537,Warren Singleton,5
2687,14950,Dr. Bernard Wachs,6
2687,6326,Morrissey,7
2687,17933,Gomez,8
2687,26993,Tyler,9
2687,26994,Cellan,10
11025,67848,Jane Ryan,1
11025,67849,Roxy Ryan,2
11025,26510,Max Lomax,3
11025,28637,Bennie Bang,4
11025,67850,Jim,5
11025,1224499,Dr. Ryan,6
11025,58954,Hudson McGill,7
11025,8263,Senator Anne Lipton,8
11025,72450,Himself,9
11025,133197,Justin,10
8849,9642,Alfie,1
8849,3141,Julie,2
8849,4987,Marlon,3
8849,13636,Dorie,4
8849,56105,Lu Schnitman,5
8849,29071,Phil,6
8849,23459,Nikki,7
8849,9781,Lonette,8
8849,4038,Liz,9
8849,97604,Terry,10
78698,69597,Rachel Kramer,1
78698,17697,Adam Carlson,2
78698,40462,Jill Jerard,3
78698,5025,Kelly Meyers,4
78698,20212,Colonel Scott Boyer,5
78698,12836,J. W. McGraw,6
78698,1907,Ruth McGraw,7
78698,1462,Pat Lafaytette,8
78698,17401,Governor Haskell,9
78698,8265,Wes Handrick,10
30943,1160,Beth Cappadora,1
30943,4515,Pat Cappadora,2
30943,2395,Candy Bliss,3
30943,23495,Vincent Cappadora - Age 16,4
30943,156606,Vincent Cappadora - Age 7,5
30943,57136,Sam Karras / Ben Cappadora - Age 12,6
30943,57674,Kerry Cappadora,7
30943,157015,Jimmy Daugherty,8
30943,101396,Ellen,9
30943,159435,Ben Cappadora - Age 3,10
9544,10822,Detective Mike Reilly,1
9544,11317,Terry Huston,2
9544,9029,Alistair Pratt,3
9544,1646,Polidori,4
9544,57897,Denise Stone,5
9544,27993,Sykes,6
9544,38371,Kate,7
9544,27625,Jeannine,8
9544,31431,Turnball,9
9544,30428,Frank Bryant,10
24418,4764,Larten Crepsley,1
24418,27972,Steve,2
24418,109441,Darren Shan,3
24418,11663,Evra the Snake Boy,4
24418,3136,Madame Truska,5
24418,109867,Rebecca,6
24418,49827,Mr. Tiny,7
24418,56614,Murlaugh,8
24418,109868,Annie,9
24418,79025,Mr. Shan,10
7288,7399,Alex Rose,1
7288,69597,Nancy Kendricks,2
7288,52313,Mrs. Connelly,3
7288,38425,Céline,4
7288,15009,Coop,5
7288,12967,Jean,6
7288,60959,Bartender,7
7288,7420,Kenneth,8
7288,1736,Chick,9
7288,21505,Officer Dan,10
14655,2231,Louis Hinds,1
14655,1897,Floyd Henderson,2
14655,15566,Cleo,3
14655,59256,Phillip,4
14655,52601,Danny Epstein,5
14655,98394,Lester,6
14655,66526,Zig-Zag,7
14655,51944,Duane Henderson,8
14655,113461,Marcus Hooks,9
14655,6542,Himself,10
24575,588,Master Chief Vinnie Walker,1
24575,12518,Dirk Pitt,2
24575,56930,Dr. Gene Seagram,3
24575,10427,Dana Archibald,4
24575,12248,John Bigalow,5
24575,85146,Captain Prevlov,6
24575,4765,Admiral James Sandecker,7
24575,1080265,Lieutenant Northacker,8
24575,1152827,Dr. Silverstein,9
10366,15111,Luc Devereux,1
10366,65235,Maggie,2
10366,65236,Romeo,3
10366,64856,SETH,4
10366,11321,"Erin Young, KTXD",5
10366,3982,Dr. Dylan Cotner,6
10366,160082,Captain Blackburn,7
10366,1473,General Radford,8
10366,106911,Sergeant Morrow,9
10366,154531,Hillary Deveraux,10
15074,50398,Will,1
15074,20751,Chloe,2
15074,17328,Ian,3
15074,11278,Jeffrey,4
15074,1086,Mark,5
15074,97430,Silo,6
15074,20259,Kittie,7
15074,20800,Zoran,8
15074,25689,Yana,9
15074,9927,Slobodan „Pawel“ Pavlov,10
9978,61363,Alex Rider,1
9978,33397,Sabina Pleasure,2
9978,3061,Ian Rider,3
9978,1923,Prime Minister,4
9978,11275,Smithers,5
9978,20186,Yassen Gregorovich,6
9978,2440,Alan Blunt,7
9978,2598,Mrs. Jones,8
9978,1294,Nadia Vole,9
9978,2295,Darrius Sayle,10
8271,10959,Kale Brecht,1
8271,20376,Ashley Carlson,2
8271,530,Julie Brecht,3
8271,52,Robert Turner,4
8271,54247,Ronnie,5
8271,20191,Officer Gutierrez,6
8271,13525,Daniel Brecht,7
8271,19492,Detective Parker,8
8271,1386253,Greenwood Boy,9
8271,1386254,Greenwood Boy,10
5353,1205,Simon Hunt,1
5353,18288,Duck,2
5353,9274,Franklin Harris,3
5353,9824,Marjana,4
5353,44735,Benjamin,5
5353,44736,Srdjan,6
5353,6696,Boris,7
5353,44737,Bosnierin,8
5353,44738,Marda,9
5353,44739,The Fox,10
14392,1336,General Ma Xinyi,1
14392,25246,Cao Er-Hu,2
14392,43661,Zhang Wen-Xiang,3
14392,76811,Lian,4
14392,1127729,Lord Chen,5
14392,228915,Lord Jiang,6
14392,1127730,Lord Di,7
14392,1021201,Lu Da Shan,8
14392,116636,Huang Wen Jin,9
14392,1138369,He Kui,10
19495,58982,Mansur,1
19495,19487,Erali,2
19495,58319,Oraz,3
19495,84731,"Galdan Ceren, the Jungar Sultan",4
19495,84732,Gaukhar,5
19495,18702,Sharish,6
19495,84733,Ragbat,7
19495,84734,Barak,8
19495,84735,Hocha,9
110415,16828,Curtis Everett,1
110415,20738,Namgoong Minsu,2
110415,228,Minister Wilford,3
110415,5049,Gilliam,4
110415,3063,Minister Mason,5
110415,478,Edgar,6
110415,6944,Tanya,7
110415,1125,Andrew,8
110415,21689,Yona,9
110415,17486,Teacher,10
77459,65007,Lucille (voice),1
77459,66841,Francœur (voice),2
77459,51100,Raoul (voice),3
77459,33161,Le préfet Maynott (voice),4
77459,4390,Maud (voice),5
77459,54292,Madame Carlotta (voice),6
77459,77928,Albert (voice),7
77459,1820910,Emile (voice),8
77459,1091885,Pâté / Narrator (voice),9
9495,57700,Eric Draven,1
9495,57701,Sarah,2
9495,8874,Sergeant Albrecht,3
9495,7486,Top Dollar,4
9495,39126,Myca,5
9495,42649,Shelly Webster,6
9495,3711,Darla,7
9495,1737,T-Bird,8
9495,37207,Skank,9
9495,65141,Tin Tin,10
1257,3092,Daphne,1
1257,16855,Milly,2
1257,16856,Johnny,3
1257,16857,Jason,4
1257,16858,Maggie,5
1257,15555,Mae,6
1257,1756,Joe,7
1257,25144,Lionel,8
1257,25145,Eli,9
1257,25146,Derek,10
8842,5344,Jackie Kallen,1
8842,4252,Tony Shalhoub,2
8842,830,Irving Abel,3
8842,11703,Renee,4
8842,4987,Luther Shaw,5
8842,17764,Felix Reynolds,6
8842,68122,Gavin Reese,7
12289,1622,Sun Quan,1
12289,96862,Zhao Yun,2
12289,1337,Zhou Yu,3
12289,43661,Zhuge Liang,4
12289,96614,Li Ji,5
12289,77304,Sun Shangxiang,6
12289,65277,Cao Cao,7
12289,118724,Xiao Qiao,8
12289,72202,Gan Xing,9
12289,110507,Liu Bei,10
11529,368,"Melanie ""Carmichael"" Smooter Perry",1
11529,6164,Jake Perry,2
11529,18352,Andrew Hennings,3
11529,11850,Mayor Kate Hennings,4
11529,25702,Tabatha Wadmore-Smith,5
11529,29931,Sherma,6
11529,10430,Earl Smooter,7
11529,5960,Pearl Smooter,8
11529,60633,Barry Lowenstein,9
11529,15091,Lurlynn,10
9099,67773,Master Sergeant Ernest G. Bilko,1
9099,707,Colonel John T. Hall,2
9099,14104,Major Colin Thorn,3
9099,21104,Rita Robbins,4
9099,15028,Pfc. Wally Holbrook,5
9099,2632,1st Lt. Oster,6
9099,19505,Pfc. Mickey Zimmerman,7
9099,115786,Pvt. Duane Doberman,8
9099,6168,Maj. Ebersole,9
9099,15453,Mrs. Hall,10
44865,1337,Ip Man,1
44865,1339,Gong Ruomei/Gong Er,2
44865,74421,Zhang Yongcheng,3
44865,1622,Yi Xian Tian/Razor,4
44865,131514,Ding Lianshan,5
44865,116637,Iron Shoes,6
44865,18899,Chan Wah-shun (Chen Huashun),7
44865,1297520,Master Gong Yutian,8
44865,1183808,Ma San,9
44865,144860,,10
257932,530,Elena (voice),1
257932,67601,Gerrant (voice),2
257932,78139,Liya and Kasarana (voice),3
257932,77293,Lambert (voice),4
