movie_id,actor_id,character,cast_order
157544,21193,Cardinal Bruun,5
157544,33676,Docteur Richards,6
157544,43464,Pete,7
157544,59214,Docteur Fahti,8
157544,60650,Det. Harris,9
79777,588671,Ajla,1
79777,44736,Danijel,2
79777,54620,Aleksandar,3
79777,938095,Nadja,4
79777,938096,Durja,5
79777,111032,Mitar,6
79777,224286,Maida,7
79777,938097,Petar,8
79777,1118,Nebojsa,9
79777,111058,Darko,10
17043,559670,Himself,1
17043,559671,Herself,2
17043,45586,Brozzie Drewitt,3
17043,1371,Sam Flynn,4
17043,75122,Robert Wheeler,5
17043,144081,Ron Buckwhiler,6
17043,936397,Vaughan Archer,7
17043,57278,Jo Buckley,8
17043,75121,Deputy Director Reynolds,9
17043,61905,Deputy Director Ansell,10
62204,5616,Naoh,1
62204,2372,Amoukar,2
62204,152970,Gaw,3
62204,13312,Ika,4
62204,184330,Rouka - tribu Ulam,5
62204,1336078,Nam - tribu Ulam,6
62204,578093,Aghoo - tribu Ulam,7
62204,1336080,Lakar - tribu Ulam,8
62204,1195963,Faum - tribu Ulam,9
62204,1282685,Modoc - tribu Ulam,10
59457,10912,Rebecca,1
59457,136532,Thomas,2
59457,72305,Judith,3
59457,17476,Ralph,4
59457,229395,Henry,5
59457,213395,Monica,6
59457,229396,Rebecca - 9 years,7
59457,229397,Thomas - 10 years,8
59457,229398,Thomas - 5 years,9
59457,3300,Rose,10
9504,1158,Ricky Roma,1
9504,3151,Shelley Levene,2
9504,7447,Blake,3
9504,1903,George Aaronow,4
9504,228,Dave Moss,5
9504,1979,John Williamson,6
9504,378,James Lingk,7
9504,27545,Larry Spannel,8
9504,8693,Detective,9
9504,21384,Policeman,10
37414,1893,Lou Ford,1
37414,11661,Amy Stanton,2
37414,56731,Joyce Lakeland,3
37414,13726,Chester Conway,4
37414,19453,Sheriff Bob Maples,5
37414,1284159,Howard Hendricks,6
37414,8984,Billy Boy Walker,7
37414,13550,Joe Rothman,8
37414,19977,Johnnie Pappas,9
43867,29522,Major Rudolf Rassendyll / The Prisoner of Zenda,1
43867,3610,Princess Flavia,2
43867,2669,Black Michael,3
43867,13992,Antoinette de Mauban,4
43867,51762,Rupert of Hentzau,5
43867,2438,Colonel Zapt,6
43867,14261,Captain Fritz von Tarlenheim,7
43867,92907,Detchard,8
43867,1312720,Albert von Lauengram,9
43867,103016,Frau Holf - Cook,10
6615,30614,Lars Lindstrom,1
6615,1246,Karin,2
6615,15684,Gus,3
6615,17442,Margo,4
6615,50773,Holly,5
6615,1276,Dr. Dagmar Berman,6
6615,44183,Reverend Bock,7
6615,50774,Mrs. Gruner,8
6615,50775,Mr. Hofstedter,9
6615,50776,Mr. Shaw,10
39780,5469,Oscar Hopkins,1
39780,112,Lucinda Leplastrier,2
39780,8785,Reverend Dennis Hasset,3
39780,207,Hugh Stratton,4
39780,12206,Mr. Jeffries,5
39780,1451740,Mr. Tomasetti,6
21612,4690,Ray Tempio,1
21612,2969,Chez Tempio,2
21612,18750,Jean,3
21612,6588,Clara Tempio,4
21612,22461,Johnny,5
21612,1121,Gaspare,6
21612,15370,Helen,7
21612,87707,Sali,8
21612,54041,Ghouly,9
21612,2561,Julius,10
45324,1979,Jack Abramoff,1
45324,11164,Pam Abramoff,2
45324,131008,Sarah Abramoff,3
45324,58168,Emily Miller,4
45324,12834,Michael Scanlon,5
45324,49275,Tom DeLay,6
45324,16165,Adam Kidan,7
45324,57448,Chief Poncho,8
45324,43311,Oscar Carillo,9
45324,7868,Big Tony,10
10611,9778,Calvin Palmer,1
10611,18471,J.D.,2
10611,5726,Eddie,3
10611,11868,Jimmy James,4
10611,230176,Terri Jones,5
10611,11827,Hustle Guy,6
10611,31711,Isaac Rosenberg,7
10611,8177,Ricky Nash,8
10611,65827,Lester Wallace,9
10611,1631215,Angry Woman,10
154,1748,Admiral James T. Kirk,1
154,1749,Captain Spock,2
154,1750,Dr. Leonard McCoy,3
154,1751,Montgomery Scott,4
154,1752,Cmdr. Hikaru Sulu,5
154,1754,Cmdr. Pavel Chekov,6
154,1753,Cmdr. Uhura,7
154,1793,Khan Noonien Singh,8
154,1794,Dr. Carol Marcus,9
154,1795,Dr. David Marcus,10
9281,3,Det. Capt. John Book,1
9281,11084,Rachel Lapp,2
9281,14792,Chief Paul Schaeffer,3
9281,526,Samuel Lapp,4
9281,37422,Eli Lapp,5
9281,7674,Daniel Hochleitner,6
9281,2047,McFee,7
9281,84685,Carter,8
9281,5699,Elaine,9
9281,58475,Fergie,10
3179,17403,Beavis / Butt-Head / Tom Anderson / Mr. Van Driessen / Principal McVicker (voice),1
3179,62,Muddy Grimes (voice),2
3179,3416,Dallas Grimes (voice),3
3179,2493,ATF Agent Flemming (voice),4
3179,564,Tour Bus Driver,5
3179,564,Tour Bus Driver (voice),6
3179,9599,Old Woman (voice),7
3179,17141,ATF Agent Bork (voice),8
3179,136487,Mötley Crüe Roadie,9
3179,1757780,Mötley Crüe Roadie (voice),10
76726,122889,Andrew Detmer,1
76726,558466,Matt Garetty,2
76726,135651,Steve Montgomery,3
76726,50217,Richard Detmer,4
76726,213044,Monica,5
76726,589098,Casey Letter,6
76726,137463,Michael Ernesto,7
76726,934796,Sean,8
76726,231651,Samantha,9
17130,111946,Lucy Wagner,1
17130,8691,Kit,2
17130,343,Mimi,3
17130,56675,Ben,4
17130,707,Pete Wagner,5
17130,15033,Henry,6
17130,94818,Young Lucy Wagner,7
17130,2109,Caroline,8
17130,1491922,Talent Organizer,9
9357,2157,Seymour Parrish,1
9357,935,Nina Yorkin,2
9357,15424,Will Yorkin,3
9357,18662,Maya Burson,4
9357,23628,Det. James Van Der Zee,5
9357,21163,Bill Owens,6
9357,1172661,Jake Yorkin,7
9357,23975,Waitress,8
9357,1662254,Mrs. Von Unwerth,9
9357,20090,Mr. Siskind,10
9030,56731,Sydney Wells,1
9030,4941,Dr. Paul Faulkner,2
9030,7489,Helen Wells,3
9030,1118,Simon McCullough,4
9030,56732,Ana Christina Martinez,5
9030,52057,Dr. Haskins,6
9030,56733,Miguel,7
9030,10768,Rosa Martinez,8
9030,56734,Alicia Millstone,9
9030,3134,Mrs. Cheung,10
19084,5726,Nate Johnson / Uncle Earl,1
19084,27011,Dorothy Johnson,2
19084,82587,Mack Johnson,3
19084,155783,Jacqueline,4
19084,58197,D.J. Johnson,5
19084,68609,Nikki Johnson,6
19084,159962,Dancer,7
19084,117642,Navarro,8
19084,21596,Chrishelle Rene Boudreau,9
19084,49551,Glorietta Johnson,10
8386,5384,Silas P. Silas,1
8386,54799,Jamal King,2
8386,52057,Dean Carl Cain,3
8386,51944,Baby Powder,4
8386,54800,Mamma King,5
8386,20753,Philip Huntley,6
8386,4004,Vice President,7
8386,1210,Bill the Crew Coach,8
8386,54801,Musikband,9
8386,154000,Jamie,10
10437,3895,Ebenezer Scrooge,1
10437,65294,Ghost of Christmas Present (performer),2
10437,65297,Belle,3
10437,65294,Ghost of Christmas Yet to Come,4
10437,1048575,Young Scrooge (first),5
10437,64181,The Great Gonzo as Charles Dickens / Robert Marley / Dr. Bunsen Honeydew / Betina Cratchit / Rat / Zoot,6
10437,235418,Additional Muppet Performer,7
10437,1116866,Additional Muppet Performer,8
10437,291223,Additional Muppet Performer,9
10437,978,Fred,10
1360,3136,Frida Kahlo,1
1360,658,Diego Rivera,2
1360,6859,Cristina Kahlo,3
1360,16406,Matilde Kahlo,4
1360,8688,Alejandro,5
1360,16407,Guillermo Kahlo,6
1360,15852,Tina Modotti,7
1360,3131,David Alfaro Siqueiros,8
1360,819,Nelson Rockefeller,9
1360,9825,Gracie,10
101267,111455,Herself,1
101267,59919,Himself,2
101267,82663,Herself,3
101267,143742,Herself,4
101267,1070777,Herself,5
101267,42262,Himself,6
101267,1085731,Himself,7
101267,1600199,Himself,8
101267,1085733,Himself,9
101267,1085734,Himself,10
284296,2632,Andre,1
284296,5916,Chelsea Brown,2
284296,65920,Silk,3
284296,17773,Erica Long,4
284296,71530,Benny,5
284296,66623,Tammy,6
284296,521563,Brad,7
284296,5726,Jazzy Dee,8
284296,55638,Charles,9
284296,19292,Adam Sandler,10
16241,8487,Dr. Josef Mengele,1
16241,3359,Ezra Lieberman,2
16241,2091,Eduard Seibert,3
16241,27932,Esther Lieberman,4
16241,93051,Frieda Maloney,5
16241,26472,Barry Kohler,6
16241,656,Sidney Beynon,7
16241,18998,Mrs. Doring,8
16241,82863,Henry Wheelock,9
16241,44261,David Bennett,10
26710,62842,Lonnie,1
26710,18471,G,2
26710,11486,Dominic,3
26710,5384,No Good (Randall),4
26710,45245,Rolonda,5
26710,39126,XiXi,6
129670,6905,Woody Grant,1
129670,62831,David Grant,2
129670,59410,Ross Grant,3
129670,35515,Kate Grant,4
129670,825,Ed Pegram,5
129670,162342,Noel,6
129670,22250,Uncle Ray,7
129670,1202600,Cousin Randy,8
129670,1033573,Peg Nagy,9
129670,11516,Cole,10
34549,15789,Max Keeble,1
34549,62760,Megan,2
34549,4496,Lily Keeble,3
34549,1211,Principal Elliot T. Jindraike,4
34549,15760,Robe,5
34549,149010,Dobbs,6
34549,51392,Caption Writer,7
34549,166944,Worried Kid,8
34549,77079,Yearbook Photographer,9
34549,156940,Techie Kid,10
1948,976,Chev Chelios,1
1948,20189,Eve,2
1948,20191,Ricky Verona,3
1948,20190,Kaylo,4
1948,20309,Doc Miles,5
1948,171136,Carlito,6
1948,117187,Orlando,7
1948,39391,Haitian Cabbie,8
1948,77870,Doctor,9
1948,962169,Alex,10
28353,77896,Drayton Jackson,1
28353,154341,Lisa,2
28353,1897,Buster,3
28353,21215,Nadine,4
46889,18686,Judith Moore,1
46889,518,Pat Francato,2
46889,15758,Liz Bailey,3
46889,42993,Robert Nelson,4
46889,38581,Teenage Judith,5
46889,31028,Phil Francato,6
46889,13550,The Kisser,7
46889,11484,Mary,8
6020,47368,Dave / Daisey,1
6020,19975,Adam / Adina,2
6020,16846,Doofer / Roberta,3
6020,41555,Leah,4
6020,3908,Jimmy,5
6020,19227,Spence,6
6020,47369,Patty,7
6020,33656,Katie,8
6020,1042684,Tri Pi,9
122906,93210,Tim,1
122906,53714,Mary,2
122906,2440,Dad,3
122906,1095524,Kit Kat,4
122906,30083,Mum,5
122906,156356,Uncle D,6
122906,1394375,Rory,7
122906,2441,Harry,8
122906,234352,Charlotte,9
122906,1221073,Jay,10
9550,43661,Jin,1
9550,25246,Leo,2
9550,1339,Xiao Mei,3
9550,57912,Yee,4
9550,1517431,,5
9550,1571927,,6
9550,1620869,,7
9550,1620870,,8
9550,1620872,,9
9550,1620873,,10
60599,1205,Robert Miller,1
60599,4038,Ellen Miller,2
60599,3129,Det. Michael Bryer,3
60599,222330,Brooke Miller,4
60599,221600,Reina,5
60599,77277,Jimmy Grant,6
60599,27545,Chris Vogler,7
60599,119499,Julie Cote,8
60599,78190,Gavin Briar,9
60599,19511,Jeffrey Greenberg,10
19419,77075,Willard Fillmore,1
19419,4169,Rusty P. Hayes,2
19419,518,Grover Cleaver,3
19419,36802,Miss Crock,4
19419,58663,Detective Tom Dewey,5
19419,83976,Chip Oswald,6
19419,7404,Hillary,7
7510,516,Deirdre Burroughs,1
7510,1248,Dr. Finch,2
7510,33528,Augusten Burroughs,3
7510,12763,Neil Bookman,4
7510,38940,Natalie Finch,5
7510,7447,Norman Burroughs,6
7510,20362,Agnes Finch,7
7510,12052,Hope Finch,8
7510,17773,Dorothy,9
7510,17178,Michael Shephard,10
61752,4604,Girl 6,1
61752,21353,Shoplifter,2
61752,5281,Jimmy,3
61752,15899,Boss #1 - Lil,4
61752,5578,Girl #39,5
61752,36602,Caller #1 - Bob,6
61752,11486,Scary Caller #30,7
61752,31029,Salesgirl #1,8
61752,83105,Salesgirl #3,9
61752,56367,Girl #75,10
10944,5344,Frannie,1
10944,103,Detective Malloy,2
10944,10431,Pauline,3
10944,67580,Detective Rodriguez,4
10944,67581,Angela Sands,5
10944,4724,John Graham,6
14778,3895,Jack,1
14778,14011,Vic,2
14778,15196,Lenny,3
14778,382,Ray,4
14778,15735,Amy,5
14778,5538,Vince,6
14778,30710,Young Jack,7
14778,235344,Young Vic,8
14778,1232094,Young Lenny,9
14778,1225863,Young Ray,10
1255,20738,Park Gang-du,1
1255,21687,Park Nam-il,2
1255,21688,Park Nam-joo,3
1255,21689,Park Hyun-seo,4
1255,116180,Park Hie-bong,5
1255,6914,American Doctor,6
1255,138988,US Doctor trying to operate Gang-Du,7
45226,3087,Gruen,1
45226,4515,D.B. Cooper,2
45226,21519,Hannah,3
45226,70746,Brigadier,4
45226,7675,Remson,5
45226,1107,Dempsey,6
45226,51550,Denise,7
45226,115768,Howard K. Smith,8
10212,529,Captain John Boyd,1
10212,18023,Colonel Ives / F.W. Colqhoun,2
10212,15234,Private Cleaves,3
10212,4654,Private Toffler,4
10212,2203,Private Reich,5
10212,57093,Knox,6
10212,97058,George,7
10212,45397,Lindus,8
10212,56441,Martha,9
10212,4004,Col. Hart,10
179144,72782,Jep Gambardella,1
179144,89193,Romano,2
179144,128236,Ramona,3
179144,120638,Lello Cava,4
179144,68166,Trumeau,5
179144,137353,Viola,6
179144,137812,Stefania,7
179144,5566,Conte Colonna,8
179144,27274,Stefano,9
179144,131632,Alfio Bracco,10
844,1337,Chow Mo-Wan,1
844,1339,Bai Ling,2
844,12671,Wang Jing Wen,3
844,12670,Tak,4
844,643,Su Li-Zhen,5
844,12672,Lulu/Mimi,6
844,12674,Ah Ping,7
844,1338,Su Li-Zhen,8
844,12676,Wang Jie Wen,9
844,12675,Bird,10
8060,2955,Harry Allen,1
8060,517,Richard Langley,2
8060,1276,Pat Allen,3
8060,53714,Kay Nesbitt,4
8060,1371,John O´Brien,5
8060,53715,Miss Jones,6
8060,53716,Mrs. Walsh,7
8060,53718,Becky,8
8060,53719,Little Charlie,9
8060,27112,Dr. Anderson,10
15907,111176,Xan,1
15907,55152,Peter,2
15907,111177,Thandi,3
15907,111178,Lucille,4
15907,15250,Kristin,5
15907,111179,Aunt Gwen,6
15907,111180,Coach Nagy,7
15907,1503256,Michael,8
15907,19299,Ripkuna,9
327,3317,Aniki Yamamoto,1
327,4987,Denny,2
327,1091315,Ken,3
327,4990,Kato,4
327,4989,Shirase,5
327,4991,Jay,6
327,4992,Mo,7
327,4994,Ishihara,8
327,4995,Sugimoto,9
327,4996,Latifa,10
9260,3905,Riley,1
9260,21353,Leon,2
9260,6807,Pero,3
9260,2169,Toto,4
9260,40481,Cosimo,5
9260,1461,Jerzy,6
9260,1276,Rosalind,7
9260,18285,Carmela,8
9260,52708,Basil,9
9260,17773,Michelle,10
13079,139,Diana,1
13079,38940,Young Diana,2
13079,56757,Maureen,3
13079,78119,Emma McFee,4
13079,16841,Paul McFee,5
13079,25072,Marcus,6
13079,77023,Mr. McClood,7
89325,3092,Beth Winter,1
89325,8945,Dr. Joseph Winter,2
89325,9880,Sheriff Morris,3
89325,1902,Penny Alexander,4
89325,28633,Russell,5
89325,32798,Grace,6
89325,45407,Bryan,7
89325,8786,Carmen,8
89325,1435955,Sam,9
4170,8945,Ray Sheridan,1
4170,36584,Jorge,2
4170,36586,Adriana,3
4170,5203,Veronica,4
4170,260,Manuelo,5
4170,58643,Patty Sheridan,6
4170,12714,Alex Green,7
4170,36628,Laura,8
4170,52762,Vadim Youchenko,9
4170,586303,Lupe,10
41508,233131,György Köves,1
41508,233132,Smoker,2
41508,1294830,Pretty boy,3
41508,1113152,Bandi Citrom,4
41508,1142344,Older Kollmann boy,5
41508,1402461,Rozi,6
41508,1402462,Finn,7
41508,1402463,Moskovich,8
41508,1402468,Fodor,9
41508,1402353,Lénárt,10
21345,20654,Lu Jianxiong,1
21345,74022,Miss Jiang,2
21345,92014,Kadokawa,3
21345,52907,John Rabe,4
21345,1335465,Minnie Vautrin,5
173931,53926,Fu (voice),1
173931,74036,Shifu (voice),2
173931,61981,Slash (voice),3
173931,1156724,Penny (voice),4
173931,973135,Biggie (voice),5
61984,234641,Hajime Saito,1
61984,12670,Susumu Kodai,2
61984,94018,Yuki Mori,3
61984,234645,Shirō Sanada,4
61984,70626,Jūzō Okita,5
61984,226738,Saburō Katō,6
61984,553939,Daisuke Shima,7
61984,58596,Mamoru Kodai,8
61984,1040475,Aihara,9
61984,974738,Doctor Sado,10
50601,36669,Thomas Anders,1
50601,5576,Dutchman,2
50601,1271,President of Georgia,3
50601,21721,Chris Bailot,4
50601,59192,Tatia,5
50601,69122,Miriam,6
50601,125628,Daniil,7
50601,52890,Sebastian Ganz,8
50601,43202,Zoe,9
50601,1118,Col. Demidov,10
26466,27755,Jess,1
26466,96066,Victor,2
26466,62754,Heather,3
26466,77767,Sally,4
26466,76068,Greg,5
26466,993846,Tommy,6
26466,555945,Downey,7
26466,1485203,Jack,8
26466,1014587,Driver,9
345003,1478271,Nellie Bly,1
345003,38559,Dr. Dent,2
345003,46948,Miss Grant,3
345003,1239372,Anne Neville,4
345003,1478272,Miss Grupe,5
345003,1478273,Mrs. Schanz,6
345003,1478274,Mrs. Caine,7
345003,1478275,Tillie Maynard,8
345003,1478276,Leona Fox,9
345003,1307664,Dr. Field,10
236751,17141,Todd Burpo,1
236751,17521,Sonja Burpo,2
236751,1271809,Colton,3
236751,19159,Jay Wilkins,4
236751,945302,Mr. Jackson,5
236751,16429,Michael,6
236751,1271810,Cassie,7
236751,1191551,Mr. Parker,8
236751,117051,Lee Watson,9
236751,1116281,Arch Angel #2,10
8913,56265,Louis Creed,1
8913,56266,Jud Crandall,2
8913,1743,Rachel Creed,3
8913,56267,Victor Pascow,4
8913,13938,Irwin Goldman,5
8913,8186,Gage Creed,6
8913,175553,Ellie Creed,7
8913,1913,Missy Dandridge,8
8913,1117928,Marcy Charlton,9
8913,111710,Steve Masterton,10
358451,940339,Fang Daolong,1
358451,38280,Chen Yuerong,2
358451,124992,Qiu,3
358451,1094210,Hua,4
11887,29222,Troy Bolton,1
11887,67599,Gabriella Montez,2
11887,67600,Sharpay Evans,3
11887,67601,Ryan Evans,4
11887,67602,Chad Danforth,5
11887,180279,Taylor McKessie,6
11887,208956,Donny Dion,7
11887,77196,Zeke Baylor,8
11887,84952,Kelsi Nielson,9
11887,113868,Jimmie Zara,10
12094,9656,Himself,1
12094,56584,Himself,2
12094,56585,Himself,3
12094,56586,Himself,4
12094,110068,Himself,5
12094,86627,Himself,6
12094,78840,Wee Man,7
12094,76365,Himself,8
12094,220241,Himself,9
12094,117289,Himself,10
10748,66441,Annabelle Fritton,1
10748,4757,Camilla Fritton / Carnaby Fritton,2
10748,59620,Kelly Jones,3
10748,5472,Geoffrey Thwaites,4
10748,17286,Miss Dickinson,5
10748,66431,Beverly,6
10748,59919,Flash Harry,7
10748,10731,Miss Bagstock,8
10748,36594,Celia,9
10748,66442,Chelsea Parker,10
1817,72466,Stu Shepard,1
1817,2628,Der Anrufer,2
1817,2178,Captain Ed Ramey,3
1817,8329,Kelly Shephard,4
1817,3897,Pamela McFadden,5
1817,45245,Felicia,6
1817,17941,Wyatt,7
1817,1188456,Negotiator,8
1817,11107,Big Q,9
22804,2144,Jigsaw / John,1
22804,36055,Hoffman,2
22804,22434,Jill,3
22804,6576,Erickson,4
22804,12978,William,5
22804,2138,Amanda,6
22804,59222,Harold,7
22804,268743,Aaron,8
22804,51037,Agent Perez,9
22804,1241157,Simone,10
12837,501,Lily Owens,1
12837,15758,August Boatwright,2
12837,15565,Rosaleen Daise,3
12837,2598,May Boatwright,4
12837,72208,June Boatwright,5
12837,142374,Violet,6
12837,6162,T. Ray Owens,7
12837,53060,Zach Taylor,8
12837,35472,Deborah Owens,9
12837,112742,Young Lily,10
13937,12074,Carter / Cain / Dr. Nix / Josh / Margo,1
13937,12139,Jenny,2
13937,1159,Jack Dante,3
13937,36926,Dr. Lynn Waldheim,4
13937,2518,Lt. Terri,5
13937,19453,"Sgt, Cully",6
13937,25306,Sarah,7
13937,31185,Karen,8
13937,175483,Nan,9
13937,79732,Mack,10
28932,16483,Johnny Kovak,1
28932,522,Senator Madison,2
28932,1039,Max Graham,3
28932,4778,Anna Zarinkas,4
28932,66811,Abe Belkin,5
28932,15183,Babe Milano,6
28932,14852,Andrews,7
28932,6197,Frank Vasko,8
28932,1735,Lincoln Dombrowsky,9
28932,13732,Mike Monahan,10
14369,52474,Rick Rambis,1
14369,18589,John Majors,2
14369,58225,Luke,3
14369,72689,Inga,4
14369,28638,Stumpy,5
14369,1542,Ted Muntz,6
14369,17236,Jenny,7
14369,31383,Anna,8
14369,109686,Anthony,9
14369,100372,Pig Pen,10
16888,51857,Leon Phelps,1
16888,80987,Julie Simmons,2
16888,3799,Lester,3
16888,56902,Scrap Iron,4
16888,17414,Candy,5
16888,7400,Barney,6
16888,23659,Lance DeLune,7
16888,52628,Cheryl,8
16888,26510,Bucky Kent,9
16888,5922,Frank,10
121826,10978,Jean Horton,1
121826,14011,Reginald Paget,2
121826,9188,Wilf Bond,3
121826,83437,Cissy Robson,4
121826,5658,Cedric Livingston,5
121826,110080,Dr. Lucy Cogan,6
121826,85067,Joey,7
121826,1512451,Sheryl,8
121826,47851,Bobby Swanson,9
121826,42996,George,10
304357,15735,Maria Altmann,1
304357,10859,Randol Schoenberg,2
304357,61134,Young Maria Altmann,3
304357,3897,Pam Schoenberg,4
304357,232396,Fritz Altmann,5
304357,4391,Sherman,6
304357,3872,Hubertus Czernin,7
304357,684,Heinrich,8
304357,4513,Judge Florence-Marie Cooper,9
304357,43202,Adele Bloch-Bauer,10
766,11357,Ash,1
766,6368,Sheila,2
766,11763,Lord Arthur,3
766,11764,Wiseman,4
766,11765,Duke Henry the Red,5
766,11766,Blacksmith,6
766,11767,Gold Tooth,7
766,2233,Linda,8
766,11768,Possessed Witch,9
766,11769,Cowardly Warrior/Second Supportive Villager/S-Mart Clerk,10
20009,41088,Sam Schechter,1
20009,50398,Dave Goodman,2
20009,17881,Ethan Dulles,3
20009,5915,Angela Patton,4
20009,6941,Cameron Diaz,5
20009,18974,Reanna,6
20009,945734,Jeff Davis,7
20009,161932,Head T.A. Philip,8
20009,75318,Bruna,9
20009,16183,Japanese Proctor,10
30973,290,Narrator (voice),1
30973,31166,Jesus Christ,2
30973,107398,John,3
30973,10210,Simon Peter,4
30973,107399,Pontius Pilate,5
30973,99183,Judas Iscariot,6
30973,107400,Virgin Mary,7
30973,2968,Leading Pharisee,8
30973,32559,John the Baptist,9
30973,72708,Mary Magdalene,10
63020,3141,Dorita Evita Perez,1
63020,658,Juan Raul Perez,2
63020,5657,Carmela Perez,3
63020,9046,Lt. John Pirelli,4
63020,17187,Teresa Perez,5
63020,1434041,Father Martinez,6
63020,84182,News Photographer,7
86829,25072,Llewyn Davis,1
86829,36662,Jean Berkey,2
86829,12111,Jim Berkey,3
86829,60796,Mel,4
86829,11902,Lillian,5
86829,7133,Pappi,6
86829,1023139,Al Cody,7
86829,29445,Mitch,8
86829,979432,Joy,9
86829,9828,Johnny Five,10
11065,327,Odin James,1
11065,2299,Hugo Goulding,2
11065,40979,Michael Cassio,3
11065,12041,Desi Brable,4
11065,8349,Coach Duke Goulding,5
11065,96922,Emily,6
11065,20220,Roger Calhoun,7
11065,234948,Assistant Coach,8
11065,11512,Dean Brable,9
11065,1212118,Brandy,10
13888,63,Lilli,1
13888,69405,Richard,2
13888,115888,Sarah Hargrave,3
13888,115889,Young Lilli,4
13888,76239,Young Richard,5
13888,1230555,Capt. Jacob Hilliard,6
13888,1634950,Infant Lilli,7
13888,1634951,Infant Richard,8
13888,1230347,Sylvia Hilliard,9
13888,75716,Quinlan,10
13994,4691,Nick Murder,1
13994,4038,Kitty,2
13994,204,Tula,3
13994,884,Angelo,4
13994,16855,Baby,5
13994,18248,Constance,6
13994,4690,Cousin Bo,7
13994,1926,Gene Vincent,8
13994,106791,Rosebud,9
13994,21127,Fryburg,10
1590,228,Ludwig van Beethoven,1
1590,9824,Anna Holtz,2
1590,1247,Martin Bauer,3
1590,17787,Mother Canisius,4
1590,17788,Wenzel Schlemmer,5
1590,17789,Rudy,6
1590,1714,Krenski,7
1590,17790,Magda,8
1590,17479,Old Woman,9
62728,1333,Mr. Colleoni,1
62728,15735,Ida,2
62728,5049,Phil Corkery,3
62728,32987,Pinkie,4
62728,127558,Rose,5
62728,16702,Hale,6
62728,26854,Frank Spicer,7
62728,43547,Dallow,8
62728,45050,Cubitt,9
62728,6969,Kite,10
11917,2144,John Kramer,1
11917,36055,Mark Hoffman,2
11917,50020,Agent Strahm,3
11917,22434,Jill,4
11917,6576,Dan Erickson,5
11917,35551,Brit,6
11917,54793,Charles,7
11917,22122,Luba,8
11917,2138,Amanda Young,9
11917,231,Mallick,10
45138,11147,Hank McCain,1
45138,10341,Irene Tucker,2
45138,2314,Charlie Adamo,3
45138,4961,Don Francesco DeMarco,4
45138,132260,Margaret DeMarco,5
45138,132261,Barclay,6
45138,132262,Abe Stilberman,7
45138,1035715,Joby Cuda,8
45138,83259,Joni Adamo,9
45138,37745,Pete Zacari,10
24137,112,Lady Gertrude Chiltern,1
24137,6613,Miss Mabel Chiltern,2
24137,4757,Lord Arthur Goring,3
24137,1231,Mrs. Laura Cheveley,4
24137,18325,Sir Robert Chiltern,5
24137,386,Phipps,6
190847,23626,Vincent Campbell,1
190847,6979,Rebecca Lane,2
190847,13550,Charles Brunel,3
190847,11616,Kim Aldrich,4
190847,32300,Robert Irwin,5
190847,44736,Marko Petrovic,6
190847,586000,Richard Harrington,7
190847,1272903,Lauren Dalby,8
190847,1684547,Flight Commander Ellis,9
190847,1074722,Infected Voices (voice),10
11056,10690,Regina,1
11056,5313,Maria,2
11056,20508,Mark,3
11056,3753,Albert Rua,4
11056,1602,Carlos,5
11056,1418163,Paul,6
11056,123212,Villalobos,7
25379,112600,Pete,1
25379,54818,Teresa Carlton,2
25379,227,Alan Osborne,3
25379,17688,Alejo,4
25379,66934,Presenter,5
25379,1560822,Jana,6
88641,20212,Pirate,1
88641,76546,Stick,2
88641,95468,Sunshine,3
88641,13526,Finnegan,4
88641,171213,Mary Beth,5
88641,100870,Babette,6
88641,11521,Tracy,7
88641,936397,Calvin,8
88641,5950,Pop,9
14877,10127,Jacob Samuelson,1
14877,36810,Emily Hudson,2
14877,42626,Jonathan Samuelson,3
14877,12139,Nancy Dunlap,4
14877,21721,Joseph Smith,5
14877,28641,Brigham Young,6
14877,117431,Captain Fancher,7
14877,1583195,Captain Baker,8
14877,1538856,Reverend Grant Hudson,9
14877,129056,Martha Hudson,10
373314,19536,Ben,1
373314,59860,Charlotte,2
373314,50463,Emily,3
373314,25002,The Accountant,4
373314,12041,Jane,5
373314,83271,Doug,6
373314,1158,Abrams,7
373314,4173,Denning,8
214,2144,John Kramer,1
214,2138,Amanda Young,2
214,2464,Jeff Reinhart,3
214,2677,Dr. Lynn Denlon,4
214,2133,Kerry,5
214,2676,Deborah,6
214,2680,Eric Matthews,7
214,2128,Adam,8
214,139631,Troy,9
214,22434,Jill,10
663,2144,Jigsaw/John,1
663,50020,Agent Strahm,2
663,36055,Hoffman,3
663,22434,Jill,4
663,2687,Rigg,5
663,51036,Art,6
663,51037,Agent Perez,7
663,51038,Lamanna,8
663,28869,Fisk,9
663,51039,Ivan,10
10414,2880,Gordon Bombay,1
10414,14324,Hans,2
10414,65019,Coach Jack Reilly,3
10414,65038,Casey Conway,4
10414,14792,Mr. Gerald Ducksworth,5
10414,11866,Charlie Conway,6
10414,147499,Greg Goldberg,7
10414,20220,Fulton Reed,8
10414,277101,Tommy Duncan,9
10414,22223,Connie Moreau,10
1970,11863,Karen Davis,1
1970,20386,Doug,2
1970,20387,Jennifer Williams,3
1970,8984,Peter Kirk,4
1970,15338,Matthew Williams,5
1970,20388,Susan Williams,6
1970,6465,Emma Williams,7
1970,20389,Maria Kirk,8
