company_id,company_name
3214,Daiei Motion Picture Company
881,Daiei Studios
72861,Dalia Films
39711,Dalton Films
16193,Damberger Film & Cattle Co
9228,Dan Curtis Productions
1854,Dan Films
80578,Dan Lupovitz Productions
78702,Dangerous Method Film AG
12270,Daniel Bobker Productions
72267,Daniel Columbie Films & Productions
53732,Daniel Fried Productions
125,Danish Film Institute
10761,Danjaq
119,Danmarks Radio (DR)
66740,Danny the Dog Prods Ltd.
2755,Dante Entertainment
6448,Darclight
5486,Darius Films
1786,Dark Castle Entertainment
65129,Dark Harbor Stories
49925,Dark Hero Studios
552,Dark Horse Entertainment
7375,Dark Lot Entertainment
4592,Dark Sky Films
11566,Dark Trick Films
1052,Darkfibre Entertainment Ltd.
12622,Darko Entertainment
3982,Darkwoods Productions
2015,Darlow Smithson Productions
13630,Darryl F. Zanuck Productions
15762,Dartmouth International
16053,Das Kleine Fernsehspiel (ZDF)
4372,Dash Films
903,David Brown Productions
53060,David Dobkin Productions
496,David Foster Productions
6717,David Gundlach Productions
2146,David Hamilton Productions
11050,David Kirschner Productions
3434,David L. Wolper Productions
1050,David LaChapelle Studios
21447,David Ladd Films
1302,Davis Entertainment
14175,Davis Films
342,Davis-Films
2737,Davis-Panzer Productions
21906,Dawliz
78704,Dawn Property Company
49241,Daybreak
11746,Daybreak Productions
8569,Dayday Films
11584,De Fina-Cappa
499,De Laurentiis Entertainment Group
2609,De Line Pictures
10678,De Milo
53047,De Wolfe Music
26082,Dead Crow Productions
92137,Dead Fiancée Productions
2482,Dead Films
3915,Dean River Productions
11929,Dear Film Produzione
498,Debra Hill Productions
69889,Decade
8286,Decibel Films
23749,Decipher Entertainment
869,Dee Gee Entertainment
2646,Deep River Productions
9352,Deer Path Productions
38799,Def Pictures
22869,Defiant Pictures
986,Degeto Film
7694,Delante Films
4267,Delphi Films
7585,Delphi II Productions
3088,Delphi III Productions
1472,Delux Productions
84425,Deluxe Digital Studios
13241,Demarest Films
66146,Denis Friedman Productions
6452,Dentsu
1778,Dentsu Inc.
3574,Denver and Delilah Productions
26088,Deon Taylor Enterprises
32718,Departamento de Cultura del Gobierno Vasco
11995,Depth Entertainment
1473,Depth of Field
2235,Desertlands Entertainment
39856,Desilu Productions
769,Destination Films
963,Destiny
35043,Destro Films
118,Det Danske Filminstitut
48663,Detailfilm
21125,Detention Films
98,Detour Film Production
11510,Detour Filmproduction
812,Deuce Three Productions
11238,Deutsche Filmförderfonds (DFFF)
3265,Deviant Films
2391,Devonshire Productions
19146,Dharma Productions
5955,Di Bonaventura Picture
435,Di Bonaventura Pictures
20477,DiC Entertainment
813,DiNovi Pictures
2912,Diamond Films
744,Diaphana Films
6328,Dickhouse Productions
1766,Dieter Geissler Filmproduktion
89309,Digital Anvil
31825,Digital Domain
76068,Digital Image Associates
52207,Digital Interference Productions
35446,Dillinger Productions
7405,Dimension Films
71989,Dimension Films (US version)
10308,Dino De Laurentiis Company
1216,Dino de Laurentiis Cinematografica
81128,Dirty Hands Productions
7492,Discovery Channel Pictures
21673,Discovery Films
79433,Discreet Art Productions
6421,Disney
3213,Disney Channel
19750,Disney Double Dare You (DDY)
4254,Disney Toon Studio
89347,Disney World Cinema
5391,DisneyToon Studios
24262,Dispictures
10256,Disruption Entertainment
21838,Distant Corners Entertainment Group Inc.
1066,Distant Horizons
19923,Distant Planet Productions
20667,District 9
28024,"Divine Inspiration, The Fabulous Boomtown Boys"
15056,Divine Light Pictures
2193,DoRo Fiction Film
26137,Dog Eat Dog Films
26198,Dog Eat Dog Productions Inc.
13468,Dog Run Pictures
69029,Dog and Pony Media
12650,Dogfish Pictures
17422,Dogstar Films
61337,Dollface
86089,Dolly Hall Productions
36452,Dominion Productions
56181,Domino 17521
4253,Don Carmody Productions
22656,Don Carmody Productions
10288,Don Simpson/Jerry Bruckheimer Films
23397,Donner/Shuler-Donner Productions
5739,Donner/Shuler-Donner Productions
47122,Doom Buggy Productions
19922,Doom Productions
12621,Doosabu Film
41537,Dos Corazones
47330,Dot Dot Dot Productions
21733,Double Edge Films
215,Double Feature Films
31922,Double Negative
10138,Double Nickel Entertainment
458,Douglas/Reuther Productions
51861,Dovemead Films
37336,Down Productions
87840,Dozen Canada Productions
28381,Dr D Studios
94410,Dracula Productions Inc.
10485,Drafthouse Films
12262,Dragon Studios
18142,Dragonfly Entertainment
7,DreamWorks
521,DreamWorks Animation
7293,DreamWorks Pictures
27,DreamWorks SKG
31893,DreamWorks Studios
2506,Dreamachine
49731,Dreamagine Entertainment
14037,Dreambridge Films
84798,Dreamlab Films
407,Dreamland Productions
19621,Dreams of Dragon Picture
7852,Dreamworks Pictures
2895,Dribble Productions
3347,Dry County Films
34166,DuArt Film and Video
6130,Dualstar Productions
59196,Duck Farm Films
37362,DumbDumb
444,Dune Entertainment
6332,Dune Entertainment III
19477,Dune Films
68548,Dunulf Productions
1974,Duplass Brothers Productions
8807,Dylan Sellers Productions
7062,Dynamo
52595,Dévelopimage 2
495,EDI
12205,EDKO Film
3576,EFTI
73953,ELC Productions Ltd.
1917,EM Media
19929,EMC Produktion
8263,EMI Films
538,EMI Films Ltd.
14654,EMJAG Productions
2278,EOS Entertainment
79279,ESX Entertainment
37081,ESX Productions
2979,ETIC Films
8014,Eagle Beach Productions
40739,Eagle Eye Films Inc.
2650,Ealing Studios
20374,Earth Canada Productions
21896,Easedram
89041,East Midlands Media Initiative
11804,Easy There Tiger Productions
11392,Ebeling Group
7382,Echo Films
2147,Echo Lake Productions
39281,EchoLight Studios
8056,Eclectic pictures
23787,Eclipse Catering
1267,Ecosse Films
47635,Ed Friendly Productions
30,Eddie Murphy Productions
18083,Eden Films
87783,Eden Roc Productions
2273,Eden Rock Media
4143,Eden Wurmfeld Films
11463,Edge City
25491,Edith Film Oy
10284,Edko Films
2923,Edmonds Entertainment Group (EEG)
6455,Edward R. Pressman Film
13479,Edward Small Productions
8685,Eficine 226
398,Egg Films
802,Egg Pictures
26026,Egli Film
4588,Egmond Film & Television
9365,Egmont Film
12800,Ego Film Arts
44224,Egoli Tossell Film
2254,Egoli Tossell Film AG
70993,Ehman Productions
19105,Eidos Interactive
21937,Eigerwand Pictures
72942,Eivissa Productions
74192,Eketahuna LLC
2839,El Camino Pictures
49,El Deseo
53407,Electric
8600,Electric City Entertainment
3241,Electric Entertainment
11623,Electric Eye Entertainment Corporation
11834,Electric Shepherd Productions
34890,Electronic Arts
19553,Elektra Productions
2274,Element Films
3353,Element Pictures
1840,Elevation Filmworks
82552,Elevation Pictures
93380,Eleventh Street Production
6930,Elle Driver
12009,Elías Querejeta Producciones Cinematográficas S.L.
22789,Embargo Films
10214,Embassy International Pictures
15463,Emergency Films
10405,Emmett/Furla Films
68549,Emmitt Productions Limited
741,Emotion Pictures
2726,Emperor Motion Pictures
3320,Emperor Multimedia Group (EMG)
1212,Empire Pictures
3337,Empyreal Entertainment
85437,Enchanted Productions
21608,Enderby Entertainment
1205,Endgame Entertainment
12575,Endor Productions
7887,Endymion Films
63571,"Enelmar Productions, A.I.E."
18617,Energy Entertainment
25820,Engulf & Devour Productions Inc.
7049,Enigma Productions
7676,Entertainment
23164,Entertainment Film Distributors
2245,Entertainment Films
1206,Entertainment Manufacturing Company
4029,Entertainment Media Investment Corporation
20386,Entertainment Motion Pictures
8147,Entertainment One
3650,Entertainment One Pvt. Ltd.
75142,Entropy
31832,Envision Entertainment
11030,Envision Entertainment Corporation
19456,Envision Media Arts
7576,Eon Productions
52066,Epicentral Studios
2924,Epidemic Pictures
6982,Epithete films
7286,Epithète Films
1171,Epsilon Motion Pictures
26948,Equity Pictures Medienfonds GmbH & Co. KG II
10885,Equity Pictures Medienfonds GmbH & Co. KG III
20363,Equity Pictures Medienfonds GmbH & Co. KG IV
64674,ErgoArts
30303,Erste MMC-Production
1423,Escape Artists
616,Eskwad
26560,Esparza / Katz Productions
9313,Esparza / Katz Productions
7470,Esperanto Filmoj
46381,Essential Entertainment
6747,Essential Media & Entertainment
11649,Esta Vivo! Laboratorio de Nuevos Talentos
5153,Estudios Churubusco Azteca
2029,Estudios Picasso
2430,Estúdios Mega
9341,Etalon film
53196,Eter Pictures
3553,Euforia Film
25918,Eulogy Productions LLC
16524,Eurasia Film Production
850,Eurimages
7745,Euro Film Funding
8930,Euro International Film (EIA)
11702,Euroatlantica
23192,Euroimages Fund of the Council of Europe
1075,Europa Corp
24993,Europa Film Sound Production
6896,EuropaCorp
8876,Eurotrustees
1550,Evamere Entertainment
25061,Evansgideon/Lazar
4620,Evenstar Films
22793,Event Film Distribution
10892,Everest Entertainment
8091,Evergreen Films
53499,Evergreen MD
31375,Evergreen Media Group
68467,EveryWhere Studios
2242,Everyman Pictures
5802,Evil Twins
76444,Evo Films A.I.E.
23019,Evolution Entertainment
3307,Ex Nihilo
28384,Ex3 Productions
2934,Excel Entertainment
55519,Exception Wild Bunch
29152,Exchange Peaks Film Capital
11448,Exclusive Media Group
59007,Execution Style Entertainment
10896,Exponential Films
8850,Extension 765
16849,Extreme Productions
60343,Eyeline Entertainment
12012,Eyescreen S.r.l.
15763,Eyetronics
11778,F Comme Film
2347,FGM Entertainment
26474,FIDCI
36684,FLF Films
26598,FM Entertainment
12601,FM Productions
2679,FOTP Productions
149,FOZ
24459,Fabula
48638,Face Productions
40002,Fade In Films
9351,Fade to Black Productions
81963,Fader Films
84423,Failure to Launch Productions
8809,Fair and Square Productions
7297,Fairview Entertainment
31867,Faith vs. Fate Productions
13204,Fake Empire
22814,Falcon International Productions
19246,Faliro House Productions
24563,FallBack Plan Productions
2741,Falling Sky Entertainment
30655,Fallingcloud
60360,FallsApart Productions
21624,Family of the Year Productions
3418,Famous Films (II)
541,Famous Players Ltd
2441,Fandango
53987,Fantail Films Inc.
18078,Fantastic Films
286,Fantasy Films
11249,Farah Films & Management
10905,Farewell Productions
8538,Farraday Films
78958,Farrell Paura Productions
10231,Farrell/Minoff
44211,Fast Producciones
22880,Fast Track Productions
65781,Fat Free
36204,Father Features
3796,Fathom Studios
19601,Favorit Film
53460,Fear and Loathing LLC
40309,Fear of God Films
21953,Feature Film Project
64574,"Feature Film Project, The"
22948,Feelgood Entertainment
61791,Feigco Entertainment
47044,Feijão Filmes
93104,Feingold Productions
4710,Fellah Pictures
8734,Fellowship Adventure Group
16116,Fidecine
2927,Fidélité Films
147,Fidélité Productions
31301,Field Guide Films
12138,Fierce Entertainment
52619,Fifty First Films
359,Figment Films
7416,Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I)
87848,Film 111
2335,Film 4
20153,Film 44
773,Film Afrika
4792,Film Afrika Worldwide
12177,Film Agency for Wales
20343,Film Capital Europe Funds (FCEF )
560,Film Colony
20455,Film Consortium
246,Film Council
52724,Film Council Premiere Fund
5257,"Film Department, The"
16275,Film Development Fund
51862,Film Export A.G.
9210,Film Four International
5241,Film Fund FUZZ
15339,Film Futures
29153,Film Invaders
23893,Film Office
5946,Film Partner International
10956,Film Properties International N.V.
8083,Film Rites
1976,Film Science
60481,Film Threat DVD
4305,Film Tiger
11840,Film Victoria
74636,Film Väst
3618,Film Workshop
10379,Film and General Productions
17513,Film i Väst
6417,Film i Väst
9349,Film4
23682,FilmCamp
1811,FilmColony
7263,FilmDistrict
816,FilmEngine
268,FilmFernsehFonds Bayern
10057,FilmHaven Entertainment
7493,FilmNation Entertainment
7786,FilmWorks
66152,Filmacres
28812,Filmanova
4753,Filmauro
3631,Filmax
7302,Filmax Entertainment
12371,Filmax Group
12370,Filmax International
1031,Filmazure
269,Filmboard Berlin-Brandenburg (FBB)
19932,Filmcoopi Zürich
53670,Filmek A/S
4552,Filmfabriken Baltic Sea AB
6705,Filmfour
270,Filmförderanstalt (FFA)
2406,Filmförderung Hamburg
4247,Filmförderungsanstalt (FFA)
18230,Filmgate Films
68384,Filmhuset Gruppen
1003,Filmkameratene A/S
9175,Filmko Pictures
40759,Filmline International
25580,Filmline Productions
543,Filmplan International II
20881,Films Distribution
11394,Films en Stock
61416,Filmsmith Productions
315,Filmstiftung Nordrhein-Westfalen
27897,Filmstiftung Nordrhein-Westfalen
12425,Filmtribe
8872,Filmula
1138,Filmways Pictures
73862,Filmways Productions
40796,Filmworks/FX
48618,Filmyard Underwaterdeco
3120,Final Cut Productions
29062,Final Cut for Real
11386,Finanzia San Marco
50830,Finding Forrester Productions
8,Fine Line Features
23501,Fine Productions
53008,Finestkind
40822,Fipex Holding
3857,Fireworks Pictures
1838,Firm Films
73957,"Firm, The"
2267,First Choice Films
938,First Floor Features
22110,First Foot Films
4908,First Generation Films
1643,First Independent Films
3521,First Independent Pictures
10158,First Knight Productions
20344,First Light Production
75807,First Look Media
13534,First Look Pictures
7424,First Point Entertainment
53416,Fitzwilliam Productions
11082,Five Drops
2148,Flagship International
29603,Flan de Coco Films
13495,Flashpoint (I)
7717,Flashpoint Entertainment
94552,Flatiron Pictures
5677,Flavor Unit Entertainment
2319,Flicks Motion Pictures
3478,FlipZide Pictures
1323,Florin Productions
2214,Flower Films
19813,Flower Films (II)
54034,Flux Films
24248,Fly High Films
6362,Flyboys Films
34081,Flynn Picture Company
10146,Focus Features
11267,Focus Features International (FFI)
1268,Focus Films
18919,Follow Through Productions
15878,Fondo de Inversión y Estímulos al Cine (FIDECINE)
22625,Fonds Sud Cinéma
2306,Fontana Productions
12686,Forecast Pictures
2813,Forensic Films
21897,Foresight Unlimited
2980,Forge
89630,Forrest Films
4258,Fortis Films
1615,Fortissimo Films
5176,Fortress Features
19047,Fortress Films
93408,FortyFour Studios
17748,Forward Films
675,Forward Pass
414,Fountainbridge Films
20567,Four By Two Productions
80078,FourBoys Entertainment
63903,Fourth Kind Productions
711,Fox 2000 Pictures
11231,Fox Animation Studios
2890,Fox Atomic
85721,Fox Entertainment Group
11232,Fox Family Films
4887,Fox Filmes do Brasil
4763,Fox Films Ltd.
7485,Fox International Productions
43,Fox Searchlight Pictures
11766,Fox Video Korea
4450,Foxstar
2725,Foxtor Productions
2651,Fragile Films
61194,Fragmighty
13502,Framestore
11359,France 2 (FR2)
15671,France 2 Cinéma
45970,France 2 Cinéma
83,France 2 Cinéma
11244,France 3 (FR 3)
16804,France 3 Cinema
591,France 3 Cinéma
33928,France 4
7454,France Télévision
11795,France Télévisions
7089,France2 Cinéma
1403,Franchise Pictures
58331,Franklin/Waterman Productions
52945,Frantic Films
1044,Franton Production
89312,Fred Berner Films
27349,Freddie Fields Productions
39509,Free Range Films
40106,Free State Pictures
89388,Freestone Pictures
4616,Freestyle Releasing
23733,French Tax Credit
23625,"Fria Luz Del Dia, A.I.E."
93280,"Friday Four, Inc."
7048,Fridthjof Film
81136,Friendly Films (II)
81137,Friendly Films Productions
89439,Friendly Productions
8246,Friland Produksjon
38591,Friuli Venezia Giulia Film Commission
52006,Front Street Films
3958,Front Street Pictures
1450,Front Street Productions
11837,Frontier Pictures
12046,Fu Works
52065,Fuego Films
3341,Fuji Television Network
75713,Full Crew/Say Yea
1539,Fuller Films
13682,Fulvia Film
21213,Funny or Die
8151,Fuqua Films
24176,"Furia de Titanes II, A.I.E."
34447,Furry Vengeance Productions
3135,Furst Films
33433,Furthur Films
10843,Future Films
11663,Future Films Production Services
2613,Futurikon
11562,Fuzzy Bunny Films (I)
8789,Fuzzy Door Productions
23889,Fünfte Babelsberg Film
73872,G.T. Film Production
3656,GAGA
242,GF Studios AB
11957,GG Filmz
67780,GGR
20475,GH One
41756,GH Three
3858,GHS Productions KG
3281,GK Films
2943,GO Productions
4896,Gala Film
23133,Gala Films
22298,Galactic Films
20465,Galafilm Productions
793,Galatée Films
8084,Galavis Film
38619,Galaxy Productions
77208,Gama Entertainment Partners
6933,Gambit Pictures
64143,Garden Thieves Pictures
4740,Gary Sanchez Productions
7353,Gateway Films
9,Gaumont
145,Gaumont Columbia Tristar Films
7961,Gaumont International
5314,Gavin McKinney Underwater Productions
5367,Gaylord Films
11617,Gaylord Productions
4354,"Geffen Company, The"
360,Geffen Pictures
23660,Geisler-Roberdeau
3957,Gener8Xion Entertainment
53491,Generalitat Valenciana
16055,Generalitat de Catalunya - Institut Català de les Indústries Culturals (ICIC)
28788,Genre Films
15152,Geoffrey Productions
13579,George Stevens Productions
16779,Georgetown Productions Inc.
7512,"Georgetown Productions, Inc."
24264,Georgia International Films
73046,Gerard Butler Alan Siegel Entertainment
975,Gerber Pictures
89437,Ghiznoz Productions
768,Ghost House Pictures
51071,Ghost Robot
53238,Ghost Ship Films Pty. Ltd.
84042,Ghostcorps
178,Ghoulardi Film Company
34396,Giant Pictures
34886,Gidden Media
7499,Gigi Productions
10161,Gilbert Films
148,Gimages
818,Gimages 5
4121,Giraldi-Suarez-DiGiaimo Productions
68117,Giving Films
32853,Gkids
44884,Glacier Films
1360,Glass Eye Pix
40349,Glazier
10442,Glendale Picture Company
89627,Glitter Productions
20466,Global Arts Productions
77793,Global Creative Studios
19542,Global Emerging Markets (GEM)
2727,Global Entertainment Group
9269,Global Entertainment Productions GmbH & Company Medien KG
5555,Global Medien KG
30133,Global Produce
10954,Globo filmes
13313,Go Films
2840,Go Fish Pictures
56358,Gobierno del Estado de Puebla
63629,Gobsmack
1445,Golan-Globus
13549,Golan-Globus Productions
2484,Golar Productions
12026,Gold Circle Films
37870,Gold Lion Films
68506,Gold Star Films
1607,Gold/Miller Productions
500,Goldcrest Films International
11843,Goldcrest Pictures
2521,Golden Harvest Company
6379,Golden Harvest Company Ltd.
969,Golden Harvest Pictures
1867,Golden Mean
73998,Golden Port Productions Ltd.
15855,Goldenlight Films
12006,Goldmann Pictures
2454,Goldsmith-Thomas Productions
720,Goldwyn Films
67253,Gone North Productions
3015,Good Dick
68620,Good Films
10565,Good Machine
4385,Good Night Productions
9096,Good Story Productions
17393,Good Universe
3534,Goodspeed Productions
22513,Gorai / Samuelson Productions
1073,Gordon Company
60473,Gordonstreet Pictures
78959,Gospel Truth Pictures
10167,Gospel of John Ltd.
1053,Got Films
39288,Gotham Entertainment Group
3672,Gotham Group
19927,Government of Malta
33632,GraceWorks Pictures
18,Gracie Films
37,Gramercy Pictures
41252,Gran Via
2605,Gran Via Productions
247,Granada Film Productions
1843,Grand Army Entertainment
81132,Grand March Productions
15354,Grand Peaks Entertainment
1824,Gravier Productions
44632,Gravitas Ventures
2173,Great Oaks Entertainment
2814,Great Scott Productions Pty. Ltd.
19960,Great Wight Productions/ Osford Films
7254,Greek Film Center
7368,Green Film Company
3527,Green Hat Films
4434,Green Moon Productions
12501,Green Room Films
35447,Green Tulip Productions
12936,GreenStreet Films
64854,Greencard Pictures
2152,GreeneStreet Films
842,GreeneStreet/SKE Films
2150,Greenestreet Films
1189,Greenlawn Productions
72503,Greenlit Rights
12918,Greenpoint Films
61418,Gremi Film Production
14737,Grey Water Park Productions
49971,Grimm Pictures
18818,Grindfest
3604,Grindstone Entertainment Group
32242,Grisbi Productions
6877,Grive Productions
1983,Grosvenor Park Films LLP
57421,Grosvenor Park Impact Productions
2053,Grosvenor Park Media Ltd.
17449,Grosvenor Park Productions
372,Groucho II Film Partnership
28439,Groucho III Film Partnership
47479,Ground Control
4205,Groundswell Productions
21926,Grove Hill Productions
11668,Grove Media Finance
4413,Gruber Bros.
11650,Grupo Rodar
1297,Gruskoff/Venture Films
542,Guardian Trust Company
12616,Guerilla High Productions
20788,Gulfstream Pictures
44615,Gullane Entretenimento S.A.
21974,Gunless Productions
3538,Gunn Films
2645,Guy Walks into a Bar Productions
4621,Gébéka Films
63630,H&H Creative Ventures
20851,H2F Entertainment
28121,H2S2 Filmproduktionsgesellschaft
21625,H5B5 Media AG
931,HAL Films
6068,HBO
7429,HBO Films
24015,HCC Media Group
3097,HDNet Films
17827,HPLHS
1051,HSI Productions
67991,HSI Tomorrow Film
15461,HSX Films
4714,HSX Films
7582,HW Two
582,Hachette Première
66327,Hachiko
43717,Hacienda Productions
5623,Haddock Films S.R.L.
1363,Haft Entertainment
13480,Haishang Films
11846,Hakuhodo DY Media Partners
23890,Hal Lieberman Company
4003,Halestorm entertainment
60255,Half Circle
4056,Hallmark Entertainment
11051,Hallway Pictures
2243,Hammer & Tongs
1314,Hammer Film Productions
4144,Hammer The Movie
20375,Hammerhead Productions
55631,Hammond Entertainment
2395,HanWay Films
12297,Hand Made Films
20076,HandMade Films
3970,Handistom Investment
146,Handmade Films Ltd.
11662,Handmade International
690,Handprint Entertainment
8873,Handsomecharlie Films
11445,Hank Levine Film
3660,Hanmac Films
1353,Hanna-Barbera Productions
76777,Hannibal Classics
8692,Hannibal Pictures
4090,Hanson Allen Films
822,Happinet Pictures
2608,Happy Madison Productions
6020,Harbor Light Entertainment
48772,Hard Eight Pictures
17492,Hargitay & Hargitay Pictures in Motion
3942,Hari Om Entertainment Co.
22208,Harold Greenberg Fund
3298,Harpo Films
45137,Harry Brandt Productions
39483,Hart-Lunsford Pictures
11351,Hart-Sharp Entertainment
40268,Hartbeat Productions
5452,Hartbreak Films
22566,Harvest Filmworks
85817,Harwood Hunt Productions
2598,Hasbro
22826,Hasbro Studios
21742,Haunted Movies
726,Haut et Court
406,Havoc
88,Hawk Films
19181,Hawthorn Productions
19182,Hawthorne Productions
15160,Haxan Films
5004,Hazeldine Films
19543,HeLo
5056,Head Gear Films
150,Headforce Ltd.
13151,Headline Pictures
86465,Headmon Entertainment & Productions
42932,Headquarters
25876,Headshot Films
7483,Hearst Entertainment Productions
45424,Heart & Soul Production
4097,Heavy Duty Entertainment
67885,Heckerling-Caplan
16618,Hector BV
11449,Hedge Fund Film Partners
375,Heineken Branded Entertainment
19107,Helena Productions
2216,Helkon Media AG
11015,Heller Highwater Productions
3952,Hemdale Film
469,Hemdale Film Corporation
9169,Hemisphere Media Capital
13992,Hemisphere Pictures
34306,Henry & Me Productions
24931,Henson Associates (HA)
260,Heritage Films
23558,Hermetof Pictures
1064,Herold Productions
7801,Herold and Family
6666,Herrick Entertainment
46222,Hey Eddie
7364,Heyday Films
437,Heyday films
48357,Hi-Rez Films
20068,Hideaway Pictures
78338,Hiett Designs of Las Vegas
25635,High Five Films
52053,High Frequency Entertainment
54035,High Line Productions
89635,High Sierra Carpeting
21597,High Treason Productions
19901,HighRoad Entertainment
571,Highland Films
36907,Hilary Henkin
45331,Hilton Media Management
784,Himenóptero
2355,Hirsch
11429,Hit & Run Productions
14578,HitRecord Films
194,Hobby Films
1685,Hofflund/Polone
7093,Hokkaido Broadcasting Co.
21439,Holleran Company
21856,Holly Wiersma Productions
2994,Hollywood Gang Productions
3546,Hollywood Media Bridge
30257,Hollywood Partners
915,Hollywood Pictures
22610,Hollywood Studios International
6752,Home Box Office
3268,Home Box Office (HBO)
74456,Home Media & Entertainment Fund
8840,Homegrown Pictures
52760,Hometown Films
8077,Honey Creek Pictures
13796,Hong Kong Alpha Motion Pictures Co.
39077,Honora Productions
55777,Hool/Macdonald Productions
8926,Hoot Productions LLC
21079,Hopscotch Features
13788,Hopscotch Films
26716,Hopscotch Productions
11669,Horizon Media Fund
388,Horizon Pictures
11356,Horizon Pictures (II)
62948,Horror Inc.
24339,HorrorFlix
15115,Horsefly Productions
2199,Horsepower Films
19552,Horseshoe Bay Productions
6352,Horsethief Pictures
12409,Horticus UK
26949,Hostage GmbH
17793,Hostel LLC
48184,Hoya Productions
2848,Hoyts Film Partnership
83645,Huahua Media
3393,Huayi Brothers
39649,Huayi Brothers Media
78996,Huayi Brothers Pictures
13413,Hubert Bals Fund
73927,"Hubert Bals Fund of the Rotterdam Festival, The"
477,Hughes Entertainment
13855,Hugo Productions
7369,Human Worldwide
17336,Hungarian National Film Office
29602,Hungry Eye Lowland Pictures B.V.
2290,Hunting Lane Films
6320,Hwy61
12608,Hybrid Productions Inc.
13816,Hyde Park Entertainment
1172,Hyde Park Films
10936,Hydraulx
7339,Hyperion Pictures
7384,Hypnotic
34446,I Remember Productions
10351,IAC Film
93105,IAC Films
52107,ICF
59972,IDEA Filmproduktions
37041,IDG China Media
307,IFC Films
26468,IFC Productions
12235,IFP Westcoast Erste
38663,IJL Creations
1809,IM Filmproduktion
7437,IM Global
49982,IM Global Octane
90249,IM3 Entertainment
23303,IMAV Editions
3447,IMAX
23861,IMF Internationale Medien und Film GmbH & Co. 2. Produktions KG
19116,IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG
65403,IMF Internationale Medien und Film GmbH & Co. Produktions KG
1584,ITC Entertainment
11958,ITS Capital
38833,Ian Bryce Productions
7708,Ian Page Productions
53199,Ibermedia European Community Program
26473,Ibex Films
3622,Ibrus
3336,Ice Cold Productions
14937,Icelandic Film
4564,Icon Entertainment International
152,Icon Productions
26677,Iconoclast Films
26138,Iconolatry Productions Inc.
2870,Identity Films
15460,Ignite Entertainment
4131,Ignite Entertainment
11134,Iguana Producciones
2875,Ikiru Films
5653,Ilion Animation Studios
10160,Illuminata Pictures
6704,Illumination Entertainment
46102,Illumination Pictures
20034,Illusion Entertainment
3480,Illusion Entertainment Group
1691,Ilshin Capital Investments
3086,Image Entertainment
14121,Image Ten
11395,ImageMovers
6736,Imagenation Abu Dhabi FZ
3463,Imagi Animation Studios
70995,Imagi Production
11321,Imaginary Forces
23,Imagine Entertainment
11262,Imagine Films Entertainment
20242,Imhotep Productions
973,Immortal Entertainment
4624,Immortal Thoughts
248,Impact Pictures
10283,Impact Productions LLC
5218,Imprint Entertainment
26469,InDigEnt (Independent Digital Entertainment)
2831,InVenture Entertainment
7215,Incentive Filmed Entertainment
1155,Incorporated Television Company
15980,Incorporated Television Company (ITC)
7795,Indelible Productions
62511,Independence Day Productions
4059,Independent Film Channel
35444,Independent Film Group
2833,Independent Pictures (II)
7621,Indian Film Company
9350,Indian Paintbrush
18156,Indiana Production Company
959,IndieProd Company Productions
3572,Indion Entertainment Group
501,Indo-British
19751,Indochina Productions
24012,Indomitable Entertainment
564,Industrial Development Corporation of South Africa
20305,Industrial Entertainment
65589,Industrial House Films
8805,Industrial Light & Magic (ILM)
376,Industry Entertainment
32668,Indéfilms 2
76445,Indéfilms 3
11278,Inferno Distribution
13648,Inferno Entertainment
7415,Inferno International
2691,Infinitum Nihil
212,Infinity Features Entertainment
5044,Infinity Omnimedia
2998,Infogrames Entertainment
61428,Infra-Red Pictures
289,Ingenious Film Partners
290,Ingenious Media
704,Initial Entertainment Group
7380,Initial Entertainment Group (IEG)
22240,Initial Groupe
46135,Ink Connection
64829,Inner City Films
11631,Inosan
8763,Inside Track 1
53048,Inside Track 2
19482,Inside Track 3
19834,Inside Track Films
52723,Inside Track Productions
64753,Insight Film Releasing
4271,Insight Productions
4306,Instinctive Film
35559,Institut Català de les Empreses Culturals (ICEC)
18309,Institut Valenciã de Cinematografia (IVAC)
3517,"Institution, The"
299,Instituto Mexicano de Cinematografía
6458,Instituto Nacional de Cine y Artes Audiovisuales (INCAA)
11427,Instituto de Crédito Oficial (ICO)
9974,Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)
7377,Insurge Pictures
2731,Intandem Films
18524,Intellectual Properties Worldwide
8856,Intermedia
763,Intermedia Films
8849,Intermittent Productions
502,International Film Investors
66897,International Pictures Two
1507,International Production Company
6408,International Traders
15742,Internationale Filmproduktion
19855,Internationale Filmproduktion Blackbird Dritte
20360,Internationale Filmproduktion Blackbird Erste
51190,Internationale Filmproduktion Blackswan
21498,Internationale Filmproduktion Eagle
23003,Internationale Filmproduktion Prometheus
2655,Internationale Filmproduktion Richter
12379,Internationale Filmproduktion Stella-del-Sud Second
89562,Internationale Filmproduktion Stella-del-Sud Third
3075,Internationale Filmproduktion Stella-del-Süd
23046,Internationale Scarena Filmproduktionsgesellschaft 2
10201,Interscope Communications
15547,Intial Productions
41051,Into the Wild
1224,Intrepid Pictures
37831,Invest Capital Film Group
23207,Invicta Capital
16301,Invincible Pictures Corp.
597,Irish Dreamtime
5267,Irish Film Board
