director_id,director_name,gender,gender_label
479587,Dylan Bank,0,Unknown
17279,E. Elias Merhige,0,Unknown
84697,E.L. Katz,0,Unknown
557179,Ed Gass-Donnelly,2,Male
228,Ed Harris,2,Male
11090,Edgar Wright,2,Male
34740,Edmund Goulding,0,Unknown
26850,Eduardo Sánchez,2,Male
12833,Edward Burns,2,Male
92490,Edward Conna,2,Male
1134201,Edward Hall,0,Unknown
819,Edward Norton,2,Male
9181,Edward Zwick,2,Male
998842,Efram Potelle,0,Unknown
58251,Elaine May,1,Female
933320,Eldar Rapaport,0,Unknown
52479,Eli Craig,2,Male
16847,Eli Roth,2,Male
2746,Elia Kazan,2,Male
1223175,Elizabeth Allen Rosenbaum,1,Female
716,Emile Ardolino,2,Male
2880,Emilio Estevez,2,Male
1058257,Emily Dell,0,Unknown
47201,Emily Young,1,Female
142513,Emma-Kate Croghan,0,Unknown
82222,Emmett Malloy,2,Male
1480591,Enrique Begné,0,Unknown
95818,Eric Blakeney,2,Male
9622,Eric Brevig,2,Male
60045,Eric Bross,2,Male
1562421,Eric Bugbee,0,Unknown
18863,Eric Darnell,2,Male
151092,Eric Eason,2,Male
582527,Eric England,0,Unknown
65531,Eric Goldberg,2,Male
85340,Eric Lartigau,0,Unknown
121588,Eric Lavaine,0,Unknown
65856,Eric Leighton,2,Male
115226,Eric Mendelsohn,2,Male
103031,Eric Nicholas,0,Unknown
68185,Eric Schaeffer,2,Male
231521,Eric Styles,2,Male
51445,Eric Valette,0,Unknown
132857,Eric Wareheim,2,Male
32868,Erik Canuel,0,Unknown
130687,Erik White,2,Male
15521,Ernest R. Dickerson,2,Male
5917,Ernie Barbarash,0,Unknown
18533,Errol Morris,2,Male
20308,Espen Sandberg,0,Unknown
52803,Etan Cohen,0,Unknown
1224,Ethan Coen,0,Unknown
61847,Ethan Maniquis,0,Unknown
239574,Eugenio Derbez,0,Unknown
11558,Eugène Lourié,2,Male
54734,Evan Goldberg,2,Male
160,Eytan Fox,2,Male
37932,F. Gary Gray,2,Male
5125,Fatih Akin,2,Male
932248,Fede Alvarez,2,Male
16957,Fenton Bailey,2,Male
52701,Fergal Reilly,0,Unknown
1070682,Fernando Baez Mella,0,Unknown
15602,Fernando León de Aranoa,2,Male
8557,Fernando Meirelles,2,Male
120426,Feroz Abbas Khan,0,Unknown
72197,Ferzan Ozpetek,2,Male
144277,Fina Torres,1,Female
1139506,Florence Ayisi,1,Female
1011158,Florent-Emilio Siri,0,Unknown
98521,Floria Sigismondi,0,Unknown
8193,Florian Henckel von Donnersmarck,2,Male
67834,Floyd Mutrux,2,Male
11431,Ford Beebe,2,Male
2178,Forest Whitaker,2,Male
564082,Francesca Gregorini,1,Female
1776,Francis Ford Coppola,2,Male
74298,Francis Glebas,0,Unknown
10943,Francis Lawrence,2,Male
64211,Franck Khalfoun,2,Male
24657,Franco Zeffirelli,2,Male
14855,Frank Borzage,2,Male
2662,Frank Capra,0,Unknown
57370,Frank Coraci,2,Male
4027,Frank Darabont,2,Male
583023,Frank LaLoggia,2,Male
1002001,Frank Lotito,0,Unknown
664,Frank Marshall,2,Male
2293,Frank Miller,2,Male
73161,Frank Nissen,2,Male
7908,Frank Oz,2,Male
53332,Frank Passingham,2,Male
113799,Frank Perry,2,Male
111745,Frank Sebastiano,2,Male
11805,Frank Whaley,2,Male
13265,Franklin J. Schaffner,2,Male
78012,François Girard,2,Male
4387,François Ozon,2,Male
1650,François Truffaut,0,Unknown
44056,Fred Dekker,2,Male
29783,Fred Durst,2,Male
2223,Fred Savage,2,Male
64061,Fred Schepisi,2,Male
62556,Fred Walton,2,Male
66563,Fred Wolf,2,Male
4065,Fred Zinnemann,0,Unknown
50582,Frederik Du Chau,2,Male
68,Fritz Lang,2,Male
21126,Frédéric Auburtin,2,Male
24886,Frédéric Forestier,2,Male
80999,Fyodor Bondarchuk,2,Male
13899,G.W. Pabst,2,Male
119953,Gabe Ibáñez,0,Unknown
84437,Gabriela Tagliavini,1,Female
20646,Gabriele Muccino,2,Male
129894,Gareth Edwards,2,Male
142013,Gareth Evans,0,Unknown
1201,Garry Marshall,2,Male
52842,Garth Jennings,2,Male
80691,Gary Chapman,2,Male
70738,Gary David Goldberg,2,Male
5501,Gary Fleder,2,Male
150641,Gary Halvorson,2,Male
95458,Gary Hardwick,2,Male
47893,Gary Nelson,2,Male
23964,Gary Ross,2,Male
33094,Gary Sherman,0,Unknown
20779,Gary Sinyor,2,Male
62047,Gary Trousdale,2,Male
17046,Gary Winick,2,Male
14597,Gaspar Noé,2,Male
13079,Gavin Hood,2,Male
119417,Gavin Wiesen,2,Male
56146,Gaëtan Brizzi,0,Unknown
13294,Gene Kelly,2,Male
56953,Gene Quintano,2,Male
1164825,Gene Teigland,0,Unknown
185438,Genndy Tartakovsky,0,Unknown
32277,Geoff Murphy,2,Male
61357,Geoffrey Sax,2,Male
14999,George A. Romero,2,Male
58294,George Armitage,0,Unknown
1461,George Clooney,2,Male
14674,George Cukor,0,Unknown
21792,George Gallo,2,Male
37852,George Hickenlooper,2,Male
141824,George Jackson,2,Male
1,George Lucas,2,Male
20629,George Miller,2,Male
1921,George Nolfi,2,Male
16566,George P. Cosmatos,2,Male
46802,George Ratliff,2,Male
9577,George Roy Hill,2,Male
21506,George Sidney,2,Male
66121,"George Tillman, Jr.",2,Male
1184351,Georgia Hilton,0,Unknown
70616,Gerald Potterton,2,Male
1288796,Gerard Johnstone,0,Unknown
21394,Gerry Lively,2,Male
1193602,Gia Coppola,0,Unknown
60099,Gideon Raff,0,Unknown
40243,Gil Junger,2,Male
57193,Gil Kenan,2,Male
144519,Gilles Paquet-Brenner,2,Male
58094,Gillian Armstrong,1,Female
1284099,Gillian Robespierre,1,Female
71947,Gina Prince-Bythewood,1,Female
1504620,Giovanni Zelko,2,Male
132257,Giuliano Montaldo,2,Male
65314,Giuseppe Tornatore,0,Unknown
58403,Glen Morgan,2,Male
56411,Glenn Ficarra,2,Male
1339129,Gnana Rajasekaran,0,Unknown
77123,Gonzalo López-Gallego,2,Male
74272,Goran Dukic,2,Male
64901,Gordon Chan,0,Unknown
1704,Gore Verbinski,2,Male
31511,Grant Heslov,2,Male
88967,Greg Berlanti,2,Male
47364,Greg Coolidge,2,Male
17042,Greg Harrison,2,Male
57125,Greg Marcks,2,Male
54733,Greg Mottola,2,Male
142587,Greg Tiernan,2,Male
57030,Gregor Jordan,2,Male
17812,Gregory Hoblit,2,Male
119665,Gregory Jacobs,2,Male
16395,Gregory Nava,2,Male
50942,Gregory Poirier,2,Male
28902,Gregory Widen,2,Male
2171,Griffin Dunne,0,Unknown
19866,Guillaume Canet,2,Male
66856,Guillaume Ivernel,2,Male
10828,Guillermo del Toro,2,Male
6220,Gurinder Chadha,1,Female
5216,Gus Van Sant,2,Male
67619,Guy Green,2,Male
9915,Guy Hamilton,2,Male
97579,Guy Maddin,2,Male
956,Guy Ritchie,2,Male
36697,Gábor Csupó,2,Male
16927,Gérard Depardieu,2,Male
21647,Gérard Krawczyk,2,Male
688807,H.M. Coakley,2,Male
75919,Hal Haberman,0,Unknown
67767,Hal Needham,2,Male
143430,Ham Tran,2,Male
11429,Hamilton Luske,2,Male
117168,Hank Braxtan,0,Unknown
78481,Hans Canosa,0,Unknown
95972,Hans Petter Moland,0,Unknown
33542,Harald Reinl,2,Male
21981,Harald Zwart,2,Male
107725,Harmage Singh Kalirai,0,Unknown
51918,Harmony Korine,0,Unknown
23213,Harold Becker,2,Male
937340,Harold Cronk,2,Male
1524,Harold Ramis,2,Male
145605,Harry Beaumont,2,Male
13615,Harry Elfont,0,Unknown
7678,Hart Bochner,2,Male
608,Hayao Miyazaki,2,Male
68844,Hayden Schlossberg,2,Male
449832,Hayley Cloake,1,Female
74297,Hendel Butoy,0,Unknown
82839,Henry Alex Rubin,0,Unknown
30458,Henry Bean,2,Male
37360,Henry Hathaway,0,Unknown
117075,Henry Jaglom,2,Male
142272,Henry Joost,2,Male
37362,Henry King,2,Male
33064,Henry Koster,2,Male
57646,Henry Selick,2,Male
22423,Herb Freed,2,Male
18378,Herbert Ross,0,Unknown
77921,Hideaki Anno,2,Male
85925,Hilary Brougher,1,Female
21692,Hironobu Sakaguchi,0,Unknown
71080,Hitoshi Matsumoto,0,Unknown
66942,Holger Tappe,0,Unknown
64992,Hou Hsiao-hsien,2,Male
26502,Howard Deutch,2,Male
11435,Howard Hawks,0,Unknown
13348,Howard Hughes,2,Male
34611,Howard Zieff,2,Male
84851,Hoyt Yeatman,0,Unknown
120246,Huck Botko,2,Male
223909,Hue Rhodes,2,Male
58220,Hugh Hudson,2,Male
22100,Hugh Johnson,2,Male
28904,Hugh Wilson,2,Male
52856,Hunter Richards,2,Male
1978,Iain Softley,2,Male
1174438,Ian Gamazon,0,Unknown
190339,Ian Iqbal Rashid,0,Unknown
113907,Ian Sharp,2,Male
9778,Ice Cube,2,Male
110873,Igor Kovalyov,2,Male
6648,Ingmar Bergman,2,Male
115999,Inna Evlannikova,1,Female
53708,Ira Sachs,2,Male
10930,Irvin Kershner,2,Male
11472,Irwin Winkler,2,Male
78108,Isaac Florentine,0,Unknown
90,Isabel Coixet,1,Female
225898,István Szabó,0,Unknown
114545,Ivan Engler,0,Unknown
1310498,Ivan Kavanagh,0,Unknown
84736,Ivan Passer,2,Male
8858,Ivan Reitman,2,Male
111588,J Blakeson,2,Male
18669,J. Lee Thompson,0,Unknown
7409,J.B. Rogers,0,Unknown
15344,J.J. Abrams,2,Male
52371,J.S. Cardone,2,Male
82413,Jack Conway,2,Male
155945,Jack Heller,2,Male
65242,Jack Perez,0,Unknown
62020,Jack Sholder,2,Male
30422,Jack Smight,2,Male
18897,Jackie Chan,2,Male
17183,Jackie Earle Haley,2,Male
1734565,Jaco Booyens,0,Unknown
72034,Jacob Aaron Estes,0,Unknown
138857,Jacques Cluzaud,0,Unknown
20030,Jacques Perrin,2,Male
120229,Jafar Panahi,2,Male
114596,Jake Goldberger,2,Male
51851,Jake Kasdan,2,Male
122582,Jake Paltrow,2,Male
836732,Jake Schreier,0,Unknown
65317,Jake Scott,2,Male
932993,Jamaa Fanaka,0,Unknown
121473,Jamal Hill,0,Unknown
2408,Jamel Debbouze,2,Male
5690,James Algar,2,Male
237393,James Bidgood,0,Unknown
26205,James Bobin,0,Unknown
14838,James Bridges,2,Male
2710,James Cameron,2,Male
40508,James Cox,2,Male
52159,James D. Stern,2,Male
233519,James David Pasternak,0,Unknown
53120,James DeMonaco,2,Male
61848,James Dodson,2,Male
66222,James Fargo,2,Male
15890,James Foley,2,Male
68457,James Frawley,2,Male
60496,James Gartner,2,Male
20561,James Gray,2,Male
15218,James Gunn,2,Male
69579,James Isaac,2,Male
54441,James Ivory,2,Male
1187357,James Kerwin,0,Unknown
3388,James L. Brooks,2,Male
366,James Mangold,2,Male
76998,James Marsh,2,Male
1311595,James Mather,0,Unknown
11266,James McTeigue,2,Male
73668,James Melkonian,0,Unknown
105313,James Mottern,0,Unknown
1088096,James Nunn,0,Unknown
930710,James Ponsoldt,0,Unknown
86194,James Sbardellati,0,Unknown
1044257,James Swirsky,0,Unknown
56381,James Toback,2,Male
2127,James Wan,2,Male
63306,James Watkins,0,Unknown
2917,James Whale,2,Male
57134,James Wong,2,Male
59466,Jamie Babbit,1,Female
59958,Jamie Blanks,2,Male
83224,Jamie Thraves,0,Unknown
930629,Jamie Travis,0,Unknown
92743,Jamin Winans,0,Unknown
2209,Jan de Bont,2,Male
10757,Jane Campion,1,Female
492,Janusz Kamiński,2,Male
53925,Jared Hess,2,Male
1206,Jason Alexander,2,Male
23532,Jason Bateman,2,Male
25527,Jason Connery,2,Male
141673,Jason Eisener,0,Unknown
35694,Jason Friedberg,2,Male
61983,Jason Marsden,2,Male
86296,Jason Maurer,2,Male
1645102,Jason Miller,0,Unknown
168667,Jason Moore,2,Male
52443,Jason Reitman,2,Male
1046127,Jason Stone,0,Unknown
1009255,Jason Trost,0,Unknown
1009253,Jason Trost,2,Male
54525,Jaume Balagueró,2,Male
59521,Jaume Collet-Serra,2,Male
968303,Javier Abad,2,Male
204325,Jay Alaimo,0,Unknown
52049,Jay Chandrasekhar,2,Male
45405,Jay Duplass,0,Unknown
105643,Jay Oliva,2,Male
6737,Jay Roach,2,Male
46297,Jay Russell,2,Male
80538,Jean Duval,2,Male
58324,Jean-François Richet,0,Unknown
2352,Jean-Jacques Annaud,2,Male
111085,Jean-Jacques Mantello,0,Unknown
3776,Jean-Luc Godard,2,Male
1642,Jean-Marc Barr,2,Male
69371,Jean-Marc Vallée,2,Male
64909,Jean-Marie Poiré,2,Male
25950,Jean-Paul Rappeneau,2,Male
2419,Jean-Pierre Jeunet,2,Male
16187,Jeannot Szwarc,2,Male
7671,Jeb Stuart,2,Male
31621,Jeff Burr,2,Male
86037,Jeff Crook,2,Male
60621,Jeff Franklin,2,Male
60074,Jeff Garlin,2,Male
67897,Jeff Kanew,2,Male
57173,Jeff Lowell,2,Male
78485,Jeff McGrath,2,Male
2689,Jeff Nathanson,2,Male
565297,Jeff Newitt,0,Unknown
71872,Jeff Nichols,2,Male
57405,Jeff Schaffer,2,Male
56578,Jeff Tremaine,2,Male
55075,Jeff Wadlow,2,Male
1196522,Jeffrey St. Jules,0,Unknown
109695,Jeffrey W. Byrd,0,Unknown
115892,Jehane Noujaim,1,Female
74971,Jem Cohen,2,Male
76095,Jennifer Finnigan,1,Female
66218,Jennifer Flackett,1,Female
1384771,Jennifer Wynne Farmer,0,Unknown
142312,Jennifer Yuh Nelson,1,Female
35005,Jeremy Brock,2,Male
1324172,Jeremy Degruson,0,Unknown
25210,Jeremy Leven,2,Male
75920,Jeremy Passmore,2,Male
74655,Jeremy Saulnier,0,Unknown
75544,Jeremy Sims,0,Unknown
1424519,Jerome Elston Scott,0,Unknown
18868,Jerome Robbins,2,Male
29705,Jerry Belson,2,Male
1378892,Jerry Dugan,0,Unknown
52094,Jerry Jameson,2,Male
108217,Jerry Rees,0,Unknown
3415,Jerry Zucker,2,Male
54584,Jesse Dylan,2,Male
130816,Jesse Peretz,0,Unknown
114646,Jesse Vaughan,0,Unknown
53014,Jessica Bendinger,1,Female
16853,Jessie Nelson,1,Female
73832,Jessy Terrero,0,Unknown
968998,Jeta Amata,0,Unknown
21339,Jez Butterworth,2,Male
7881,Jill Culton,1,Female
145134,Jill Sprecher,1,Female
12936,Jim Abrahams,2,Male
1360240,Jim Chuchu,0,Unknown
19228,Jim Fall,2,Male
111686,Jim Field Smith,2,Male
33254,Jim Gillespie,2,Male
134639,Jim Goddard,2,Male
11430,Jim Handley,0,Unknown
307546,Jim Hanon,0,Unknown
1434341,Jim Issa,0,Unknown
4429,Jim Jarmusch,0,Unknown
87082,Jim Mickle,2,Male
161932,Jim Rash,2,Male
53334,Jim Sheridan,2,Male
58514,Jim Sonzero,2,Male
8029,Jimmy Hayward,2,Male
11720,Jiří Menzel,2,Male
20307,Joachim Rønning,0,Unknown
6720,Joan Chen,1,Female
74569,Joby Harold,0,Unknown
1038,Jodie Foster,1,Female
54710,Jody Hill,2,Male
69237,Joe Berlinger,2,Male
94787,Joe Camp,2,Male
40223,Joe Carnahan,2,Male
55116,Joe Chappelle,2,Male
66604,Joe Charbanic,2,Male
155531,Joe Cornish,2,Male
567558,Joe Cross,0,Unknown
4600,Joe Dante,2,Male
4945,Joe Johnston,2,Male
1184745,Joe Marino,0,Unknown
54597,Joe Nussbaum,2,Male
23677,Joe Pytka,2,Male
7911,Joe Ranft,0,Unknown
18311,Joe Roth,0,Unknown
19272,Joe Russo,2,Male
40863,Joe Swanberg,0,Unknown
36588,Joe Wright,2,Male
97591,Joel Anderson,2,Male
1223,Joel Coen,0,Unknown
33192,Joel Edgerton,2,Male
57604,Joel Gallen,2,Male
88506,Joel Paul Reisig,0,Unknown
5572,Joel Schumacher,2,Male
54644,Joel Zwick,2,Male
16484,Joey Lauren Adams,1,Female
1424432,Johanna Schwartz,0,Unknown
60237,John A. Davis,2,Male
12840,John Badham,2,Male
56453,John Bonito,2,Male
19665,John Boorman,2,Male
17114,John Cameron Mitchell,2,Male
45117,John Carney,2,Male
11770,John Carpenter,2,Male
57594,John Cornell,2,Male
31497,John Cromwell,2,Male
96166,John Curran,2,Male
21053,John Dahl,2,Male
150347,John Dower,2,Male
72624,John Duigan,2,Male
86437,John Eng,2,Male
77147,John Erick Dowdle,0,Unknown
8500,John Ford,0,Unknown
58316,John Fortenberry,2,Male
52935,John Francis Daley,2,Male
13776,John Frankenheimer,2,Male
16513,John G. Avildsen,2,Male
53176,John Gatins,2,Male
10179,John Glen,2,Male
35155,John Gray,2,Male
6778,John Guillermin,2,Male
78866,John H. Lee,2,Male
17871,John Hamburg,2,Male
27846,John Herzfeld,2,Male
53333,John Hillcoat,2,Male
6593,John Huston,2,Male
65678,John Lafia,2,Male
1108711,John Laing,2,Male
4610,John Landis,2,Male
7879,John Lasseter,2,Male
54040,John Lee Hancock,2,Male
97026,John Luessenhop,2,Male
18844,John Madden,0,Unknown
40307,John Maybury,2,Male
9200,John McNaughton,2,Male
1090,John McTiernan,0,Unknown
65594,John Michael McDonagh,2,Male
8328,John Milius,2,Male
12028,John Moore,2,Male
110834,John Murlowski,2,Male
15811,John Musker,2,Male
9039,John Ottman,2,Male
58072,John Pasquin,2,Male
26095,John Patrick Shanley,2,Male
15337,John Polson,2,Male
26714,John R. Leonetti,2,Male
114396,John Reinhardt,2,Male
56412,John Requa,0,Unknown
89113,John Robert Hoffman,0,Unknown
80671,John Sanford,2,Male
102445,John Sayles,2,Male
19304,John Schlesinger,2,Male
79656,John Schultz,2,Male
6482,John Singleton,2,Male
944713,John Stainton,2,Male
1387618,John Stephenson,0,Unknown
57742,John Stevenson,2,Male
57082,John Stockwell,2,Male
14520,John Sturges,2,Male
1241,John Turturro,2,Male
10367,John Waters,2,Male
47333,John Wells,2,Male
61175,John Whitesell,2,Male
11401,John Woo,2,Male
25236,Johnnie To,0,Unknown
1023720,Johnny Remo,0,Unknown
15148,Jon Amiel,2,Male
18250,Jon Avnet,2,Male
25873,Jon Cassar,0,Unknown
844266,Jon Erwin,0,Unknown
930212,Jon Erwin ,0,Unknown
15277,Jon Favreau,2,Male
94471,Jon Gunn,2,Male
82033,Jon Hess,0,Unknown
68843,Jon Hurwitz,2,Male
30368,Jon Kasdan,2,Male
80006,Jon Knautz,0,Unknown
52114,Jon Lucas,2,Male
54507,Jon M. Chu,2,Male
193390,Jon Matthews,0,Unknown
92837,Jon Schroder,0,Unknown
12219,Jon Stewart,2,Male
12962,Jon Turteltaub,2,Male
89824,Jon Wright,2,Male
130128,Jonas Elmer,0,Unknown
71329,Jonas Åkerlund,0,Unknown
17108,Jonathan Caouette,2,Male
16959,Jonathan Dayton,2,Male
16294,Jonathan Demme,2,Male
83730,Jonathan English,2,Male
2388,Jonathan Frakes,2,Male
66728,Jonathan Glazer,2,Male
57454,Jonathan Jakubowicz,0,Unknown
42171,Jonathan Kaplan,2,Male
557818,Jonathan Kesselman,0,Unknown
56661,Jonathan Levine,2,Male
66739,Jonathan Liebesman,0,Unknown
21217,Jonathan Lynn,2,Male
1236679,Jonathan M. Goldstein,2,Male
985146,Jonathan Meyers,2,Male
7213,Jonathan Mostow,2,Male
558177,Jonathan Newman,2,Male
132812,Jonathan Parker,2,Male
55265,Jonathan Silverman,2,Male
97942,Jonathan Teplitzky,0,Unknown
196769,Jonathan Wacks,2,Male
117052,Jorge Blanco,2,Male
1018728,Jorge Gaggero,0,Unknown
1265056,Jorge R. Gutierrez,0,Unknown
940807,Jorge Ramírez Suárez,2,Male
62863,Jorma Taccone,2,Male
15361,Josef Rusnak,2,Male
656971,Joseph Dorman,0,Unknown
24045,Joseph Gordon-Levitt,2,Male
146275,Joseph Graham,0,Unknown
110726,Joseph Green,0,Unknown
66823,Joseph Kahn,2,Male
86270,Joseph Kosinski,2,Male
10601,Joseph L. Mankiewicz,2,Male
1532382,Joseph Mazzella,0,Unknown
52629,Joseph Ruben,2,Male
15663,Joseph Sargent,2,Male
64195,Joseph Zito,0,Unknown
86038,Josh Crook,0,Unknown
60922,Josh Gordon,2,Male
168798,Josh Schwartz,2,Male
86051,Joshua Logan,2,Male
5872,Joshua Marston,0,Unknown
53296,Joshua Oppenheimer,2,Male
93047,Joshua Seftel,2,Male
12891,Joss Whedon,2,Male
52576,José Padilha,2,Male
51894,Juan Antonio Bayona,2,Male
84714,Juan José Campanella,2,Male
41039,Judd Apatow,2,Male
63052,Julian Gilbey,2,Male
29226,Julian Jarrold,2,Male
7482,Julian Schnabel,2,Male
114597,Julie Anne Robinson,1,Female
87033,Julie Davis,1,Female
16391,Julie Taymor,1,Female
22669,Julien Temple,2,Male
129716,Julio DePietro,2,Male
78001,Juraj Jakubisko,0,Unknown
71570,Justin Chadwick,2,Male
1553042,Justin Dillon,0,Unknown
68281,Justin Kerrigan,0,Unknown
58189,Justin Lin,0,Unknown
222098,Justin Molotnikov,0,Unknown
1519326,Justin Paul Miller,0,Unknown
1041549,Justin Thomas Ostensen,0,Unknown
1354959,Justin Tipping,0,Unknown
52599,Justin Zackham,2,Male
93592,Jérôme Deschamps,0,Unknown
18532,Jérôme Maison,0,Unknown
69987,Jérôme Salle,2,Male
1352997,Kabir Sadanand,0,Unknown
64883,Kang Je-gyu,0,Unknown
85006,Kang Woo-Suk,0,Unknown
35736,Karan Johar,2,Male
74638,Karen Moncrieff,1,Female
52845,Karey Kirkpatrick,2,Male
22140,Kari Skogland,1,Female
55018,Karim Aïnouz,2,Male
54025,Karyn Kusama,1,Female
51864,Kasi Lemmons,1,Female
939123,Kat Coiro,0,Unknown
1280037,Kate Barker-Froyland,0,Unknown
105363,Kate Connor,1,Female
84515,Katherine Brooks,1,Female
89395,Katherine Dieckmann,1,Female
14392,Kathryn Bigelow,1,Female
221944,Katie Aselton,1,Female
185,Katsuhiro Ōtomo,2,Male
6284,Kay Pollak,0,Unknown
35689,Keenen Ivory Wayans,2,Male
33054,Keith Gordon,0,Unknown
228311,Keith Parmer,0,Unknown
12079,Kelly Asbury,2,Male
64030,Kelly Makin,2,Male
56383,Kelly Reichardt,1,Female
35318,Ken Annakin,2,Male
29009,Ken Kwapis,0,Unknown
1677569,Ken Roht,0,Unknown
1375201,Ken Scott,0,Unknown
99339,Ken Shapiro,2,Male
11181,Kenneth Branagh,2,Male
19142,Kenneth Johnson,2,Male
30711,Kenneth Lonergan,2,Male
65310,Kenny Ortega,2,Male
65702,Kent Alterman,2,Male
36083,Kevin Allen,2,Male
34453,Kevin Bray,2,Male
40220,Kevin Brodie,2,Male
105860,Kevin Carraway,0,Unknown
1269,Kevin Costner,2,Male
2150,Kevin Greutert,2,Male
115627,Kevin Hamedani,2,Male
76248,Kevin Hench,2,Male
40230,Kevin Hooks,2,Male
85242,Kevin Jordan,2,Male
1188585,Kevin King,0,Unknown
15775,Kevin Lima,2,Male
17350,Kevin Macdonald,2,Male
19499,Kevin Munroe,2,Male
8300,Kevin Reynolds,0,Unknown
70777,Kevin Rodney Sullivan,2,Male
19303,Kevin Smith,2,Male
1979,Kevin Spacey,2,Male
134306,Kevin Sullivan,2,Male
101518,Kevin Tancharoen,2,Male
82579,Kevin Tenney,0,Unknown
224751,Khalid Mohammed,0,Unknown
115309,Khyentse Norbu,0,Unknown
129921,Kief Davidson,2,Male
219961,Kim Farrant,0,Unknown
543568,Kim Jee-woon,0,Unknown
1046935,Kim Longinotto,0,Unknown
646785,Kim Nguyen,2,Male
2836,Kimberly Peirce,0,Unknown
29962,King Vidor,2,Male
31074,Kinji Fukasaku,2,Male
59646,Kinka Usher,0,Unknown
71267,Kirk De Micco,2,Male
64045,Kirk Jones,0,Unknown
1429671,Kirk Loudon,0,Unknown
62048,Kirk Wise,2,Male
58036,Kirk Wong,2,Male
41285,Kirsten Sheridan,1,Female
26882,Kiyoshi Kurosawa,2,Male
568267,Klaus Menzel,0,Unknown
66879,Kresten Vestbjerg Andersen,0,Unknown
65627,Kris Isacsson,2,Male
1046494,Kris Pearn,0,Unknown
1460398,Kristin Rizzo,0,Unknown
110427,Kriv Stenders,0,Unknown
65429,Kunihiko Yuyama,0,Unknown
567559,Kurt Engfehr,0,Unknown
288712,Kurt Hale,2,Male
21404,Kurt Voss,2,Male
13927,Kurt Wimmer,2,Male
8023,Kyle Balda,0,Unknown
88832,Kyle Rankin,2,Male
8559,Kátia Lund,0,Unknown
47275,Lajos Koltai,2,Male
9340,Lana Wachowski,1,Female
57154,Lance Hool,2,Male
109905,Lance Kawas,2,Male
116653,Lance Mungia,0,Unknown
302339,Lance Rivera,2,Male
88837,Larry Blamire,2,Male
6767,Larry Charles,2,Male
51917,Larry Clark,2,Male
7131,Larry Karaszewski,2,Male
42,Lars von Trier,2,Male
5306,Lasse Hallström,2,Male
642,Laura Lau,1,Female
1110343,Lauren Lazin,0,Unknown
52894,Laurence Dunmore,0,Unknown
128712,Laurent Bouhnik,2,Male
17386,Laurent Cantet,2,Male
64575,Laurent Tirard,0,Unknown
64191,Lawrence Guterman,0,Unknown
43518,Lawrence Kasanoff,2,Male
8844,Lawrence Kasdan,2,Male
20019,Lee Daniels,2,Male
1223224,Lee Matthews,0,Unknown
929917,Lee Sternthal,0,Unknown
7256,Lee Tamahori,2,Male
109745,Lee Toland Krieger,2,Male
2128,Leigh Whannell,2,Male
3950,Len Wiseman,2,Male
139135,Lena Dunham,1,Female
83281,Lenny Abrahamson,2,Male
84451,Leon Ford,2,Male
78997,Leon Ichaso,2,Male
69168,Leonard Farlinger,2,Male
1749,Leonard Nimoy,2,Male
27977,Leos Carax,0,Unknown
56911,Les Mayfield,0,Unknown
27728,Leslie H. Martinson,2,Male
559968,Leslie Small,2,Male
86688,Levan Gabriadze,0,Unknown
10076,Lewis Gilbert,2,Male
56359,Lexi Alexander,0,Unknown
1438306,Lijun Sun,0,Unknown
67750,Liliana Cavani,1,Female
9339,Lilly Wachowski,1,Female
1214860,Linda Mendoza,0,Unknown
229097,Lionel C. Martin,0,Unknown
229568,Lisa Azuelos,1,Female
75699,Lisa Cholodenko,1,Female
1044256,Lisanne Pajot,0,Unknown
26775,Liu Chia-Liang,2,Male
1686666,Livingston Oden,0,Unknown
60024,Liz Friedlander,1,Female
21305,Lloyd Bacon,2,Male
78021,Lloyd Kaufman,2,Male
1346215,Lluís Quílez,0,Unknown
1176,Lone Scherfig,1,Female
71551,Lorene Scafaria,1,Female
15309,Lori Petty,1,Female
930628,Lori Silverbush,0,Unknown
56660,Lorna Cook,1,Female
52849,Louis C.K.,2,Male
18865,Louis Leterrier,2,Male
116186,Lowell Sherman,0,Unknown
92015,Lu Chuan,2,Male
59,Luc Besson,2,Male
18525,Luc Jacquet,0,Unknown
78160,Luca Guadagnino,2,Male
17627,Lucile Hadzihalilovic,0,Unknown
29433,Lucio Fulci,2,Male
51534,Lucky McKee,2,Male
56208,Lucrecia Martel,0,Unknown
26648,Luis Llosa,2,Male
46085,Luis Mandoki,0,Unknown
82219,Luis Valdez,2,Male
11037,Lukas Moodysson,2,Male
65734,Luke Greenfield,2,Male
36422,Luke Wilson,2,Male
90492,Lynn Shelton,1,Female
83287,Lynne Ramsay,1,Female
89981,László Benedek,2,Male
135534,Léa Pool,1,Female
11614,M. Night Shyamalan,2,Male
103602,Mabel Cheung,0,Unknown
74924,Mabrouk El Mechri,2,Male
1051654,Macha Makeïeff,0,Unknown
1088647,Maggie Carey,0,Unknown
94831,Maggie Greenwald,0,Unknown
110695,Majid Majidi,2,Male
1565981,Maksim Fadeev,0,Unknown
1150877,Maksim Sveshnikov,0,Unknown
72024,Malcolm D. Lee,2,Male
57997,Malcolm Goodwin,2,Male
81718,Mamoru Hosoda,2,Male
1577521,Manuel Marín,0,Unknown
15219,Marc Abraham,2,Male
