actor_id,actor_name,gender,gender_label
1719195,Edgar Canham,0,Unknown
846000,Edgar Mitchell,0,Unknown
25616,Edgar Ramírez,2,Male
39391,Edi Gathegi,2,Male
4098,Edie Adams,1,Female
36190,Edie Falco,1,Female
1326413,Edie Martin,0,Unknown
3202,Edie McClurg,1,Female
1589737,Edinei Maria Serrio Dos Santos,0,Unknown
20372,Edison Chen,0,Unknown
14577,Edith Atwater,1,Female
45465,Edith Evans,0,Unknown
44063,Edith Ivey,1,Female
10373,Edith Massey,0,Unknown
111679,Edmund Lyndeck,2,Male
1052104,Edmund McMillen,0,Unknown
125489,Edoardo Gabbriellini,0,Unknown
41035,Edouard Baer,2,Male
5441,Edouard Montoute,2,Male
112286,Edrick Browne,2,Male
87015,Eduard Fernández,2,Male
17093,Eduardo Noriega,2,Male
72968,Eduardo Verástegui,0,Unknown
9211,Eduardo Yáñez,2,Male
41218,Edward Albert,2,Male
29719,Edward Andrews,2,Male
30211,Edward Arnold,2,Male
2651,Edward Binns,2,Male
1066171,Edward Blatchford,0,Unknown
6939,Edward Bunker,2,Male
12833,Edward Burns,2,Male
78189,Edward Clements,0,Unknown
92490,Edward Conna,2,Male
2437,Edward Everett Horton,2,Male
9126,Edward Fox,2,Male
820,Edward Furlong,2,Male
3545,Edward Hardwicke,2,Male
52995,Edward Herrmann,2,Male
587,Edward James Olmos,2,Male
127150,Edward Kelsey,2,Male
1386618,Edward Lynch,0,Unknown
1234847,Edward McNally,0,Unknown
30125,Edward Mulhare,2,Male
819,Edward Norton,2,Male
56679,Edwin Hodge,2,Male
84845,Edwin Louis,0,Unknown
27803,Edwin Neal,2,Male
1478382,Edwina Findley Dickerson,1,Female
1293753,Edy Ganem,0,Unknown
45115,Edy Williams,1,Female
20190,Efren Ramirez,2,Male
220241,Ehren McGhehey,2,Male
33520,Eijiro Ozaki,0,Unknown
20300,Eileen Atkins,1,Female
39015,Eileen Brennan,1,Female
108700,Eileen Dietz,1,Female
52313,Eileen Essell,1,Female
40618,Eileen Heckart,1,Female
12543,Eileen Ryan,1,Female
7498,Eion Bailey,2,Male
91670,Eisa Davis,1,Female
77981,Eivind Sander,2,Male
27491,Elaine Bromka,1,Female
20054,Elaine Cassidy,1,Female
55422,Elaine Hendrix,0,Unknown
1236658,Elaine Miles,0,Unknown
36802,Elaine Stritch,1,Female
1445607,Eldar Kim,0,Unknown
20220,Elden Henson,2,Male
45453,Eleanor Bron,1,Female
570803,Eleanor Brown,0,Unknown
53065,Eleanor Hutchins,1,Female
7331,Eleanor Parker,1,Female
103016,Eleanor Wesselhoeft,0,Unknown
3623,Elena Anaya,1,Female
1067188,Elena Lyadova,0,Unknown
1116377,Elena Nommenson,0,Unknown
1165616,Elena Sanchez,1,Female
1140162,Elena Schuber,0,Unknown
124620,Elena Sofia Ricci,0,Unknown
30404,Elena Yakovleva,1,Female
143275,Elham Saboktakin,0,Unknown
1181358,Eli Goree,2,Male
116027,Eli Marienthal,2,Male
16847,Eli Roth,2,Male
3265,Eli Wallach,2,Male
1611152,Elia Enid Cadilla,1,Female
1442269,Elias Eliot,0,Unknown
13550,Elias Koteas,2,Male
1589736,Elias Monteiro Da Silva,0,Unknown
58907,Elias Toufexis,2,Male
84491,Elie Docter,0,Unknown
18691,Elie Samaha,2,Male
555311,Elijah Cummings,2,Male
53719,Elijah St. Germain,0,Unknown
109,Elijah Wood,2,Male
1372346,Elina Abai Kyzy,0,Unknown
1394348,Elina Alminas,0,Unknown
53507,Elina Salo,1,Female
1462150,Eliot Berger,0,Unknown
84521,Elisa Bocanegra,1,Female
58151,Elisa Donovan,1,Female
64445,Elisa Gabrielli,0,Unknown
1468299,Elisa Gallay,0,Unknown
22688,Elisabeth Degen,0,Unknown
32798,Elisabeth Moss,1,Female
59571,Elisabeth Oas,1,Female
126932,Elisabeth Röhm,1,Female
1951,Elisabeth Shue,1,Female
1396573,Elisabeth Wagner,0,Unknown
1396822,Elise Ivy,0,Unknown
21215,Elise Neal,1,Female
25837,Elisha Cuthbert,1,Female
83338,Elissa Dowling,1,Female
23775,Eliza Bennett,1,Female
210050,Eliza Coupe,1,Female
13446,Eliza Dushku,1,Female
9281,Elizabeth Banks,1,Female
19189,Elizabeth Berkley,1,Female
1046233,Elizabeth Blackmore,1,Female
73953,Elizabeth Blake,0,Unknown
1232670,Elizabeth Bower,0,Unknown
54887,Elizabeth Bracco,1,Female
119685,Elizabeth Croft,0,Unknown
119894,Elizabeth Gorcey,0,Unknown
1219410,Elizabeth Hoffman,1,Female
13918,Elizabeth Hurley,1,Female
98078,Elizabeth Kaitan,1,Female
189482,Elizabeth Lindsey,0,Unknown
1030329,Elizabeth Masucci,1,Female
4513,Elizabeth McGovern,1,Female
86312,Elizabeth McKay,0,Unknown
513378,Elizabeth Meriwether,1,Female
31167,Elizabeth Mitchell,1,Female
550843,Elizabeth Olsen,1,Female
20,Elizabeth Perkins,1,Female
7430,Elizabeth Peña,1,Female
53755,Elizabeth Reaser,1,Female
122230,Elizabeth Regen,0,Unknown
932030,Elizabeth Sandy,0,Unknown
1525961,Elizabeth Stenholt,0,Unknown
1288715,Elizabeth Streb,0,Unknown
43297,Elizabeth Thai,1,Female
501362,Elizabeth Warren,0,Unknown
10776,Elizabeth Wilson,0,Unknown
91474,Elizabeth of Toro,0,Unknown
1608593,Elizaveta Arzamasova,1,Female
933578,Ella Anderson,1,Female
58681,Ella Joyce,1,Female
989325,Ella Purnell,1,Female
83244,Ella Rae Peck,1,Female
1482960,Ella Rouhier,0,Unknown
18050,Elle Fanning,1,Female
5590,Elle Macpherson,1,Female
1834389,Elle Mcpherson,0,Unknown
58640,Elle Peterson,1,Female
6913,Ellen Barkin,1,Female
586068,Ellen Block,0,Unknown
9560,Ellen Burstyn,1,Female
76463,Ellen Crawford,1,Female
115592,Ellen David,1,Female
14,Ellen DeGeneres,1,Female
157459,Ellen Foley,0,Unknown
13420,Ellen Greene,1,Female
45865,Ellen Hamilton Latzen,1,Female
196864,Ellen Holly,1,Female
27578,Ellen Page,1,Female
9280,Ellen Pompeo,1,Female
116338,Ellen Ripstein,0,Unknown
11462,Ellen Sandweiss,1,Female
57145,Ellie Chidzey,0,Unknown
62589,Ellie Cornell,1,Female
475512,Ellie Kemper,1,Female
94972,Elliot Ngok,0,Unknown
827,Elliott Gould,2,Male
935700,Elodie Tougne,1,Female
78147,Elodie Yung,1,Female
222130,Eloise Mumford,1,Female
64351,Eloy Casados,2,Male
1102,Elpidia Carrillo,1,Female
1348332,Elsa Berenguer,0,Unknown
998571,Elsie Kate Fisher,0,Unknown
11370,Elton John,2,Male
136853,Elva Josephson,1,Female
1333665,Elvis Nolasco,0,Unknown
1462149,Elvis Polanski,0,Unknown
21457,Elvis Presley,2,Male
90720,Elysia Rotaru,1,Female
929826,Emayatzy Corinealdi,0,Unknown
6368,Embeth Davidtz,1,Female
92748,Eme Ikwuakor,2,Male
210653,Emelia Burns,1,Female
46593,Emile Hirsch,2,Male
1223786,Emilia Clarke,1,Female
992626,Emiliano Queiroz,0,Unknown
1024401,Emilie Autumn,0,Unknown
28660,Emilie de Ravin,1,Female
263,Emilio Echevarría,2,Male
2880,Emilio Estevez,2,Male
1495624,Emilio Tuki Hito,0,Unknown
112742,Emily Alyn Lind,1,Female
8185,Emily Ann Lloyd,1,Female
15577,Emily Barclay,1,Female
5081,Emily Blunt,1,Female
70456,Emily Browning,1,Female
1525535,Emily Conforto,0,Unknown
25933,Emily Deschanel,1,Female
75311,Emily Harrison,0,Unknown
37979,Emily Holmes,1,Female
168993,Emily Montague,1,Female
1246,Emily Mortimer,1,Female
66556,Emily Nelson,0,Unknown
196504,Emily Newman,0,Unknown
1053019,Emily Podleski,1,Female
6108,Emily Procter,1,Female
1186505,Emily Ratajkowski,1,Female
211474,Emily Rios,1,Female
1354256,Emily Rogers,0,Unknown
1270481,Emily Shewell,0,Unknown
84247,Emily VanCamp,1,Female
1639,Emily Watson,0,Unknown
33679,Emily Woof,1,Female
325,Eminem,2,Male
15254,Emir Kusturica,0,Unknown
1259762,Emjay Anthony,2,Male
47985,Emma Bunton,1,Female
77822,Emma Catherwood,1,Female
66745,Emma Caulfield,1,Female
54481,Emma Fenton,0,Unknown
1011107,Emma Fitzpatrick,1,Female
207636,Emma Fryer,0,Unknown
1155473,Emma Greenwell,0,Unknown
395846,Emma Hamilton,1,Female
1634950,Emma James,0,Unknown
62754,Emma Lung,1,Female
1078568,Emma Rigby,1,Female
34847,Emma Roberts,1,Female
54693,Emma Stone,1,Female
7056,Emma Thompson,1,Female
10990,Emma Watson,1,Female
1510492,Emmanuel Kabongo,2,Male
25340,Emmanuelle Bercot,1,Female
4885,Emmanuelle Béart,0,Unknown
59192,Emmanuelle Chriqui,1,Female
8925,Emmanuelle Seigner,1,Female
2684,Emmanuelle Vaugier,1,Female
183838,Emmy Laybourne,1,Female
4730,Emmy Rossum,1,Female
216837,Emo Philips,2,Male
1041440,Emory Cohen,2,Male
85969,Emraan Hashmi,2,Male
27272,Ennio Fantastichini,2,Male
101251,Ennis Esmer,2,Male
15029,Enrico Colantoni,2,Male
120157,Enrico Silvestrin,0,Unknown
1287010,Enrique Carron,0,Unknown
16427,Enrique Castillo,2,Male
1126875,Enrique Díaz,2,Male
20231,Enrique Iglesias,2,Male
12798,Enrique Murciano,2,Male
15601,Enrique Villén,2,Male
1224022,Enver Gjokaj,0,Unknown
91494,Enzo Cilenti,2,Male
55757,Enzo Tarascio,0,Unknown
111801,Eoin Macken,2,Male
117116,Eri Otoguro,1,Female
201283,Eric Artell,2,Male
1069803,Eric Axen,0,Unknown
34489,Eric Balfour,2,Male
8783,Eric Bana,2,Male
89599,Eric Bauza,0,Unknown
1001769,Eric Benet,2,Male
30184,Eric Blore,0,Unknown
10866,Eric Bogosian,2,Male
8544,Eric Braeden,2,Male
29020,Eric Christian Olsen,2,Male
4976,Eric Christmas,2,Male
1423440,Eric D. Hill Jr.,0,Unknown
58115,Eric Dane,2,Male
59297,Eric Edelstein,2,Male
115786,Eric Edwards,0,Unknown
1179247,Eric Hoffman,0,Unknown
10713,Eric Idle,2,Male
33337,Eric Johnson,2,Male
2250,Eric Keenleyside,2,Male
116514,Eric Lange,2,Male
53116,Eric Lively,2,Male
27564,Eric Lloyd,2,Male
113235,Eric Loren,0,Unknown
11867,Eric Mabius,2,Male
1191314,Eric Neil Gutierrez,0,Unknown
7044,Eric Pascal Chaltiel,0,Unknown
53376,Eric Peterson,2,Male
21609,Eric Pohlmann,2,Male
1063149,Eric Price,2,Male
21315,Eric Roberts,2,Male
136438,Eric Savin,2,Male
54758,Eric Schlosser,2,Male
57448,Eric Schweig,2,Male
204405,Eric Sheffer Stevens,0,Unknown
7036,Eric Stoltz,2,Male
156962,Eric Stonestreet,2,Male
67833,Eric Stuart,2,Male
20053,Eric Sykes,2,Male
132857,Eric Wareheim,2,Male
45099,Erica Gavin,1,Female
94430,Erica Gimpel,1,Female
75042,Erica Gluck,1,Female
57514,Erica Leerhsen,1,Female
1067237,Erica Linz,1,Female
122518,Erica Shaffer,1,Female
1224565,Erica Tazel,1,Female
63281,Erica Yates,0,Unknown
18917,Erick Avari,2,Male
1240883,Erick Elías,2,Male
1429606,Erick Oliveira,2,Male
1497300,Erik Alexander Gavica,0,Unknown
1164826,Erik Allen,0,Unknown
2681,Erik Knudsen,0,Unknown
1249201,Erik Larsen,0,Unknown
43902,Erik Palladino,2,Male
17190,Erik Per Sullivan,2,Male
30183,Erik Rhodes,2,Male
1487595,Erik Schrody,0,Unknown
1148729,Erik Smith,0,Unknown
56252,Erik Stolhanske,2,Male
84734,Erik Zholzhaksynov,0,Unknown
12901,Erik von Detten,2,Male
33655,Erika Alexander,1,Female
42882,Erika Anderson,1,Female
21711,Erika Christensen,1,Female
569338,Erika Luckett,0,Unknown
146869,Eriko Satô,0,Unknown
500085,Erin Agostino,1,Female
53718,Erin Boyes,1,Female
1248986,Erin Brockovich,0,Unknown
1513992,Erin Cipolletti,1,Female
168675,Erin Cline,0,Unknown
88834,Erin Cottrell,1,Female
18662,Erin Daniels,1,Female
1189293,Erin Pitt,0,Unknown
147721,Erin Wasson,1,Female
1012752,Erin Way,1,Female
1053419,Erin Wilhelmi,1,Female
60953,Erinn Bartlett,1,Female
25078,Eriq Ebouaney,2,Male
23628,Eriq La Salle,2,Male
38127,Erland Josephson,2,Male
3013,Erland van Lidth,0,Unknown
7502,Ernest Borgnine,2,Male
77581,Ernestine Mercer,1,Female
962967,Ernesto Claudio,2,Male
7368,Ernesto Gómez Cruz,2,Male
146859,Erni Mangold,1,Female
57593,Ernie Dingo,2,Male
8874,Ernie Hudson,2,Male
59184,Ernie Lively,2,Male
58210,"Ernie Reyes, Jr.",2,Male
81269,Eros Vlahos,2,Male
65346,Eru Potaka-Dewes,2,Male
4237,Erykah Badu,1,Female
1451291,Eryl Maynard,0,Unknown
65344,Esai Morales,2,Male
524111,Esme Folley,0,Unknown
69189,Esmeralda Ouertani,0,Unknown
154000,Essence Atkins,1,Female
33449,Essie Davis,1,Female
78413,Estee Chandler,1,Female
13241,Estella Warren,1,Female
59956,Estelle Getty,1,Female
6461,Estelle Parsons,1,Female
5700,Esther Rolle,1,Female
63280,Ethan Cohn,2,Male
132213,Ethan Cutkosky,2,Male
58019,Ethan Embry,2,Male
149563,Ethan Erickson,2,Male
569,Ethan Hawke,2,Male
1063128,Ethan Juan,0,Unknown
119586,Ethan Peck,2,Male
29445,Ethan Phillips,2,Male
824,Ethan Suplee,2,Male
97777,Ethel Barrymore,1,Female
150792,Etienne Chicot,2,Male
342,Eugene Byrd,2,Male
106839,Eugene Cernan,2,Male
26510,Eugene Levy,2,Male
35370,Eugene Roche,2,Male
1223789,Eugene Simon,2,Male
239574,Eugenio Derbez,0,Unknown
9877,Eunice Gayson,1,Female
1048617,Eva Allan,1,Female
56757,Eva Amurri Martino,1,Female
16901,Eva Birthistle,1,Female
10912,Eva Green,1,Female
1133027,Eva Link,1,Female
52605,Eva Longoria,1,Female
2639,Eva Marie Saint,1,Female
10627,Eva Mattes,1,Female
8170,Eva Mendes,1,Female
1269951,Eva von Hanno,0,Unknown
203677,Evan Adams,0,Unknown
169349,Evan Arnold,0,Unknown
66225,Evan C. Kim,0,Unknown
181074,Evan Ellingson,2,Male
114036,Evan Helmuth,2,Male
53279,Evan Lurie,2,Male
96669,Evan McGuire,2,Male
55089,Evan Peters,2,Male
38940,Evan Rachel Wood,1,Female
94103,Evan Ross,2,Male
1131554,Evan Silverberg,0,Unknown
5899,Evangelina Morales,0,Unknown
19034,Evangeline Lilly,1,Female
230176,Eve,0,Unknown
860,Eve Arden,1,Female
128201,Eve Brent,1,Female
933271,Eve Hewson,1,Female
147382,Eve Mauro,1,Female
1212485,Eve Plumb,0,Unknown
1127849,Evelina Gori,0,Unknown
1174413,Evelyn Sharma,0,Unknown
49756,Evelyne Didi,1,Female
1263941,Everardo Guzman,0,Unknown
5616,Everett McGill,2,Male
1307664,Everette Scott Ortiz,0,Unknown
1271304,Evgeniy Gerchakov,0,Unknown
120233,Evgeniya Khirivskaya,0,Unknown
116005,Evgeny Mironov,0,Unknown
76922,Evy Kasseth Røsten,0,Unknown
3061,Ewan McGregor,2,Male
1125,Ewen Bremner,2,Male
33935,Eythor Gudjonsson,2,Male
59285,Ezra Buzzington,2,Male
132157,Ezra Miller,2,Male
1164,F. Murray Abraham,2,Male
20520,Fabiano Martell,0,Unknown
1292120,Fabio Tavares,0,Unknown
28255,Fabrice Luchini,2,Male
121732,Fabrizio Bentivoglio,1,Female
947323,Fadia Nadda,1,Female
53451,Fadia Stella,0,Unknown
60387,Fahnlohnee R. Harris,0,Unknown
826,Fairuza Balk,1,Female
60090,Faith Daniels,1,Female
62054,Faith Ford,1,Female
968528,Faith Wladyka,1,Female
62066,Faizon Love,2,Male
118643,Falk Hentschel,2,Male
10696,Famke Janssen,1,Female
64439,Fan Bingbing,1,Female
130598,Fan Siu-Wong,0,Unknown
2607,Fana Mokoena,0,Unknown
20234,Fanny Ardant,1,Female
144760,Fanny Valette,1,Female
57452,Faran Tahir,2,Male
57012,Fares Fares,2,Male
28768,Farrah Fawcett,1,Female
1188924,Farren Monet,0,Unknown
53449,Fatmeh Safa,0,Unknown
58953,Faune A. Chambers,1,Female
20366,Fay Bainter,1,Female
85837,Fay DeWitt,1,Female
65409,Fay Masterson,1,Female
6450,Faye Dunaway,1,Female
70830,Faye Grant,1,Female
12671,Faye Wong,1,Female
45754,Fedja van Huêt,2,Male
1133067,Fei Xiang,2,Male
1602,Fele Martínez,2,Male
1607816,Felicia Hernández,0,Unknown
1224596,Felicia Pearson,1,Female
7427,Felicity Huffman,1,Female
72855,Felicity Jones,1,Female
131787,Felipe Esparza,2,Male
1047316,Felipe Rose,0,Unknown
210334,Felisha Terrell,0,Unknown
1043950,Felix Billson,0,Unknown
1292124,Felix Hess,0,Unknown
6973,Fenella Woolgar,1,Female
20497,Fergie,1,Female
567332,Fergus Riordan,2,Male
123212,Fermí Reixach,0,Unknown
134365,Fernanda Andrade,1,Female
469968,Fernanda Machado,1,Female
10055,Fernanda Montenegro,1,Female
56732,Fernanda Romero,1,Female
87335,Fernanda Torres,1,Female
51902,Fernando Cayo,0,Unknown
20194,Fernando Hernandez,2,Male
556436,Fernando Lara,2,Male
14821,Fernando Rey,2,Male
54532,Ferran Terraza,0,Unknown
938097,Feđa Štukan,0,Unknown
1250809,Finbar Lynch,2,Male
66528,Finesse Mitchell,2,Male
10027,Finlay Currie,2,Male
57453,Finn Carter,1,Female
168877,Finn Wittrock,2,Male
66881,Finola Hughes,1,Female
119067,Fion Mutert,0,Unknown
120488,Fiona Curzon,0,Unknown
204468,Fiona Dourif,1,Female
10981,Fiona Shaw,1,Female
58068,Fionnula Flanagan,1,Female
56450,Firass Dirani,2,Male
20235,Firmine Richard,1,Female
26473,Fisher Stevens,2,Male
176188,Flaminia Cinque,0,Unknown
125488,Flavio Parenti,2,Male
1237,Flea,2,Male
109686,Flex Alexander,2,Male
556527,Flip Benham,0,Unknown
552135,Flip Schultz,0,Unknown
66913,Flora Martínez,1,Female
30126,Flora Robson,1,Female
56226,Florence Foresti,1,Female
1037691,Florence Hall,0,Unknown
75343,Florence Henderson,1,Female
152409,Florence Patterson,0,Unknown
52002,Florencia Lozano,1,Female
1486163,Florin Hritcu,0,Unknown
83259,Florinda Bolkan,1,Female
1414108,Flynn MacArthur,0,Unknown
571933,Flávio Galvão,0,Unknown
2178,Forest Whitaker,2,Male
60393,Forrest Landis,2,Male
33471,Fosco Giachetti,0,Unknown
97701,Fox Harris,2,Male
1353182,Foxy Brown,0,Unknown
53122,Fran Drescher,1,Female
51533,Fran Kranz,2,Male
91475,France Zobda,1,Female
12283,Frances Bavier,1,Female
11794,Frances Bay,0,Unknown
4432,Frances Conroy,1,Female
3713,Frances Fisher,1,Female
1070,Frances Lee McCain,1,Female
3910,Frances McDormand,1,Female
36926,Frances Sternhagen,1,Female
184924,Frances Tomelty,1,Female
47468,Frances de la Tour,1,Female
12513,Francesca Annis,1,Female
1256036,Francesca Capaldi,1,Female
1227648,Francesca Fowler,0,Unknown
3809,Francesca Neri,1,Female
1004151,Francesca Rettondini,1,Female
27199,Francesco Carnelutti,2,Male
11886,Francesco Quinn,2,Male
17918,Francis Capra,2,Male
554097,Francis Collins,0,Unknown
13906,Francis Lederer,2,Male
9768,Francisco Rabal,0,Unknown
56964,Francisco Tsiren Tsere Rereme,0,Unknown
24893,Franck Dubosc,0,Unknown
69188,Franck Keïta,0,Unknown
17077,Franck Lefeuvre,0,Unknown
578093,Franck-Olivier Bonnet,0,Unknown
5566,Franco Graziosi,0,Unknown
22383,Franco Nero,2,Male
4692,Frank Adonis,2,Male
89470,Frank Bongiorno,0,Unknown
52650,Frank Cassavetes,2,Male
88583,Frank Clarke,0,Unknown
1479,Frank Collison,2,Male
57370,Frank Coraci,2,Male
964834,Frank Dillane,2,Male
56985,Frank Dux,0,Unknown
6637,Frank Finlay,2,Male
60910,Frank Fontaine,2,Male
40046,Frank Gallacher,2,Male
81685,Frank Grillo,2,Male
89973,Frank Hvam,0,Unknown
8924,Frank Langella,2,Male
74875,Frank McHugh,0,Unknown
1735,Frank McRae,2,Male
2293,Frank Miller,2,Male
39598,Frank Minucci,2,Male
9067,Frank Morgan,2,Male
555219,Frank Mormino,0,Unknown
7908,Frank Oz,2,Male
17923,Frank Pietrangolare,2,Male
93913,Frank Rautenbach,2,Male
77587,Frank Roman,2,Male
994153,Frank Spano,0,Unknown
20543,Frank T. Wells,0,Unknown
1034482,Frank V. Ross,0,Unknown
7164,Frank Vincent,2,Male
15831,Frank Welker,2,Male
11805,Frank Whaley,2,Male
52021,Frank Wood,2,Male
679,Franka Potente,1,Female
67370,Frankie Darro,2,Male
13936,Frankie Faison,2,Male
51391,Frankie Muniz,2,Male
1366352,Frankie Valenti,0,Unknown
86187,Franklin Dennis Jones,2,Male
1583195,Franklin E. Levinson,0,Unknown
2682,Franky G,0,Unknown
582438,Franz Beckenbauer,2,Male
1363086,Franz Drameh,2,Male
1277713,Franziska Kruse,1,Female
7693,François Berléand,2,Male
64155,François Bégaudeau,0,Unknown
60851,François Chau,2,Male
33161,François Cluzet,0,Unknown
57254,François Petit,0,Unknown
10875,Françoise Yip,1,Female
1366510,Fraser Aitcheson,0,Unknown
61110,Fred Armisen,2,Male
30181,Fred Astaire,2,Male
17874,Fred Dalton Thompson,0,Unknown
56266,Fred Gwynne,2,Male
76513,Fred Koehler,2,Male
4091,Fred MacMurray,2,Male
196714,Fred Newman,2,Male
1090751,Fred Ross,0,Unknown
60279,Fred Tatasciore,2,Male
10430,Fred Ward,2,Male
136349,Fred Whitlock,0,Unknown
20753,Fred Willard,2,Male
51754,Freda Foh Shen,1,Female
39002,Freda Jackson,1,Female
1014931,Freddie Fox,2,Male
1281,Freddie Highmore,2,Male
12517,Freddie Jones,2,Male
33260,Freddie Prinze Jr.,2,Male
1555919,Freddy Morgan,0,Unknown
6862,Freddy Rodríguez,2,Male
8351,Frederic Forrest,2,Male
24363,Frederick Stafford,2,Male
143017,Frederick Weller,2,Male
55254,Frederique van der Wal,1,Female
59568,Fredro Starr,2,Male
76792,Freida Pinto,1,Female
67711,French Stewart,2,Male
1495627,Frenxa Reuben,0,Unknown
526727,Freya Tingley,1,Female
6285,Frida Hallgren,0,Unknown
91971,Friedrich von Ledebur,2,Male
6698,Friedrich von Thun,2,Male
13905,Fritz Kortner,2,Male
6839,Fritz Weaver,2,Male
9005,Frédéric Pierrot,2,Male
15185,Frédéric de Pasquale,0,Unknown
65808,Fulvio Cecere,2,Male
1785,Fumihiro Hayashi,2,Male
575447,Fábio Lago,2,Male
27237,G. W. Bailey,2,Male
27580,G.J. Echternkamp,0,Unknown
60847,GQ,0,Unknown
1352028,Gabriel Bateman,2,Male
5168,Gabriel Byrne,2,Male
148125,Gabriel Hogan,2,Male
86498,Gabriel Iglesias,2,Male
16856,Gabriel Macht,2,Male
32458,Gabriel Mann,2,Male
142331,Gabriel Marantz,0,Unknown
106435,Gabriel Olds,2,Male
1414109,Gabriel Strong,0,Unknown
12764,Gabriel Thomson,2,Male
1175127,Gabriela Castillo,0,Unknown
4961,Gabriele Ferzetti,2,Male
80503,Gabriele Lavia,2,Male
118200,Gabriella Wright,1,Female
78119,Gabrielle Brennan,1,Female
175483,Gabrielle Carteris,1,Female
568046,Gabrielle Chapin,0,Unknown
58804,Gabrielle Rose,1,Female
1263944,Gabrielle Santamauro,0,Unknown
17773,Gabrielle Union,1,Female
16453,Gabrielle Witcher,0,Unknown
12930,Gaby Hoffmann,1,Female
51100,Gad Elmaleh,0,Unknown
258,Gael García Bernal,2,Male
145814,Gage Golightly,1,Female
1165384,Gaia Weiss,1,Female
125046,Gail Kim,0,Unknown
90633,Gal Gadot,1,Female
137812,Galatea Ranzi,0,Unknown
2693,Gale Hansen,2,Male
25173,Gale Sondergaard,1,Female
558290,Galina Petrova,0,Unknown
1457240,Gana Bayarsaikhan,0,Unknown
74022,Gao Yuanyuan,1,Female
71776,Garance Clavel,0,Unknown
1667100,Garba Touré,0,Unknown
31647,Garcelle Beauvais,1,Female
235023,Gareth Reeves,0,Unknown
482444,Gareth Tunley,2,Male
76239,Garette Ratliff Henson,2,Male
69119,Garikayi Mutambirwa,2,Male
59570,Garland Whitt,0,Unknown
39520,Garret Dillahunt,0,Unknown
9828,Garrett Hedlund,2,Male
1374150,Garrett Hines,2,Male
83187,Garrett Morris,2,Male
206505,Garrett Ryan,2,Male
17356,Garrick Hagon,2,Male
57824,Garrison Keillor,2,Male
1201,Garry Marshall,2,Male
1239447,Garry Robbins,0,Unknown
52865,Garry Shandling,2,Male
71771,Garry Sweeney,0,Unknown
1042811,Garth Breytenbach,0,Unknown
110889,Garth Gilker,2,Male
21264,Garvin Cross,2,Male
54043,Gary Anthony Williams,0,Unknown
96228,Gary Basaraba,2,Male
60136,Gary Beach,2,Male
2048,Gary Busey,2,Male
21163,Gary Cole,2,Male
4068,Gary Cooper,2,Male
40276,Gary Dourdan,2,Male
15439,Gary Farmer,2,Male
68180,Gary Grubbs,2,Male
7042,Gary Kemp,2,Male
38272,Gary L. Stevens,2,Male
480,Gary Lewis,2,Male
145168,Gary Martin,2,Male
1217505,Gary Morgan,2,Male
64,Gary Oldman,2,Male
1206062,Gary Poulter,0,Unknown
76417,Gary Reineke,2,Male
184330,Gary Schwartz,2,Male
33,Gary Sinise,2,Male
75170,Gary Sweet,2,Male
179508,Gary Valentine,2,Male
3281,Gastone Moschin,2,Male
7369,Gastón Melo,2,Male
2392,Gates McFadden,1,Female
117885,Gattlin Griffith,2,Male
96328,Gauhar Khan,0,Unknown
1133846,Gautam Belur,2,Male
81683,Gbenga Akinnagbe,2,Male
16183,Gedde Watanabe,2,Male
16935,Geena Davis,1,Female
1219440,Geff Francis,0,Unknown
59620,Gemma Arterton,1,Female
97576,Gemma Chan,1,Female
573319,Gemma Lise Thornton,0,Unknown
969460,Gemma-Leah Devereux,1,Female
51609,Gemmenne de la Peña,1,Female
4800,Gena Rowlands,1,Female
173990,Gena Shaw,1,Female
76102,Gene Dinovi,2,Male
193,Gene Hackman,2,Male
1494890,Gene Tagaban,0,Unknown
3460,Gene Wilder,2,Male
1437296,Genevieve Gaunt,0,Unknown
10760,Genevieve Lemon,0,Unknown
54864,Geno Silva,2,Male
6969,Geoff Bell,2,Male
119810,Geoff Gustafson,0,Unknown
1513917,Geoff Reeves,0,Unknown
22128,Geoff Stults,2,Male
1048619,Geoffrey Conder,0,Unknown
10225,Geoffrey Holder,2,Male
12251,Geoffrey Horne,2,Male
10462,Geoffrey Keen,2,Male
18071,Geoffrey Lewis,2,Male
148106,Geoffrey Ornstein,0,Unknown
118,Geoffrey Rush,2,Male
1497865,Geoffrey Wade,0,Unknown
1465954,Georg Nikoloff,0,Unknown
14065,Georg Stanford Brown,2,Male
572207,Georg Årlin,0,Unknown
55581,George Anton,2,Male
10173,George Baker,2,Male
862,George C. Scott,2,Male
15903,George Carlin,2,Male
16580,George Cheung,2,Male
1461,George Clooney,2,Male
554098,George Coyne,0,Unknown
45468,George Devine,2,Male
10477,George Dzundza,2,Male
9597,George Furth,2,Male
57351,George Gaynes,2,Male
46432,George H. W. Bush,2,Male
3267,George Hamilton,2,Male
2247,George Harris,2,Male
10593,George Harrison,2,Male
12950,George Kennedy,2,Male
104007,George L. Casillas,0,Unknown
10167,George Lazenby,2,Male
8439,George Loftus,0,Unknown
41798,George Lopez,2,Male
59222,George Newbern,2,Male
1933,George Peppard,2,Male
3361,George Sanders,2,Male
18364,George Segal,2,Male
1752,George Takei,0,Unknown
19011,George W. Bush,2,Male
21535,George W. Scott,2,Male
552139,George Wallace,2,Male
